municipio,provincia,municipio_nombre_humano,precio_m2_alquiler,num_casas_alquiler
Malpartida de Cáceres,Cáceres,Malpartida de Cáceres,3.74,2
Malpartida de Plasencia,Cáceres,Malpartida de Plasencia,3.81,3
Marchagaz,Cáceres,Marchagaz,-,0
Mata de Alcántara,Cáceres,Mata de Alcántara,-,0
Membrío,Cáceres,Membrío,-,0
Mesas de Ibor,Cáceres,Mesas de Ibor,-,0
Miajadas,Cáceres,Miajadas,-,0
Millanes,Cáceres,Millanes,-,0
Mirabel,Cáceres,Mirabel,-,0
Mohedas de Granadilla,Cáceres,Mohedas de Granadilla,-,0
Monroy,Cáceres,Monroy,-,0
Montánchez,Cáceres,Montánchez,3.79,2
Montehermoso,Cáceres,Montehermoso,1.75,1
Moraleja,Cáceres,Moraleja,4.24,8
Morcillo,Cáceres,Morcillo,-,0
Navaconcejo,Cáceres,Navaconcejo,-,0
Navalmoral de la Mata,Cáceres,Navalmoral de la Mata,5.53,16
Navalvillar de Ibor,Cáceres,Navalvillar de Ibor,-,0
Navas del Madroño,Cáceres,Navas del Madroño,-,0
Navezuelas,Cáceres,Navezuelas,-,0
Nuñomoral,Cáceres,Nuñomoral,-,0
Oliva de Plasencia,Cáceres,Oliva de Plasencia,3.06,1
Palomero,Cáceres,Palomero,-,0
Pasarón de la Vera,Cáceres,Pasarón de la Vera,-,0
Pedroso de Acim,Cáceres,Pedroso de Acim,-,0
Peraleda de la Mata,Cáceres,Peraleda de la Mata,-,0
Peraleda de San Román,Cáceres,Peraleda de San Román,-,0
Perales del Puerto,Cáceres,Perales del Puerto,2.5,1
Pescueza,Cáceres,Pescueza,-,0
Pesga (La),Cáceres,La Pesga,-,0
Piedras Albas,Cáceres,Piedras Albas,-,0
Pinofranqueado,Cáceres,Pinofranqueado,8.0,1
Piornal,Cáceres,Piornal,-,0
Plasencia,Cáceres,Plasencia,5.27,30
Plasenzuela,Cáceres,Plasenzuela,-,0
Portaje,Cáceres,Portaje,-,0
Portezuelo,Cáceres,Portezuelo,-,0
Pozuelo de Zarzón,Cáceres,Pozuelo de Zarzón,-,0
Pueblonuevo de Miramontes,Cáceres,Pueblonuevo de Miramontes,-,0
Puerto de Santa Cruz,Cáceres,Puerto de Santa Cruz,-,0
Rebollar,Cáceres,Rebollar,-,0
Riolobos,Cáceres,Riolobos,-,0
Robledillo de Gata,Cáceres,Robledillo de Gata,-,0
Robledillo de la Vera,Cáceres,Robledillo de la Vera,11.43,1
Robledillo de Trujillo,Cáceres,Robledillo de Trujillo,-,0
Robledollano,Cáceres,Robledollano,-,0
Romangordo,Cáceres,Romangordo,-,0
Rosalejo,Cáceres,Rosalejo,-,0
Ruanes,Cáceres,Ruanes,-,0
Salorino,Cáceres,Salorino,-,0
Salvatierra de Santiago,Cáceres,Salvatierra de Santiago,-,0
San Martín de Trevejo,Cáceres,San Martín de Trevejo,-,0
Santa Ana,Cáceres,Santa Ana,-,0
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,-,0
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,-,0
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,-,0
Santiago de Alcántara,Cáceres,Santiago de Alcántara,-,0
Santiago del Campo,Cáceres,Santiago del Campo,-,0
Santibáñez el Alto,Cáceres,Santibáñez el Alto,-,0
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,-,0
Saucedilla,Cáceres,Saucedilla,-,0
Segura de Toro,Cáceres,Segura de Toro,-,0
Serradilla,Cáceres,Serradilla,-,0
Serrejón,Cáceres,Serrejón,-,0
Sierra de Fuentes,Cáceres,Sierra de Fuentes,-,0
Talaván,Cáceres,Talaván,3.71,1
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,-,0
Talayuela,Cáceres,Talayuela,5.5,2
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,-,0
Tiétar,Cáceres,Tiétar,-,0
Toril,Cáceres,Toril,-,0
Tornavacas,Cáceres,Tornavacas,-,0
Torno (El),Cáceres,El Torno,-,0
Torre de Don Miguel,Cáceres,Torre de Don Miguel,-,0
Torre de Santa María,Cáceres,Torre de Santa María,-,0
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,-,0
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,-,0
Torrejón el Rubio,Cáceres,Torrejón el Rubio,-,0
Torrejoncillo,Cáceres,Torrejoncillo,-,0
Torremenga,Cáceres,Torremenga,-,0
Torremocha,Cáceres,Torremocha,-,0
Torreorgaz,Cáceres,Torreorgaz,-,0
Torrequemada,Cáceres,Torrequemada,-,0
Trujillo,Cáceres,Trujillo,5.23,9
Valdastillas,Cáceres,Valdastillas,-,0
Valdecañas de Tajo,Cáceres,Valdecañas de Tajo,-,0
Valdefuentes,Cáceres,Valdefuentes,-,0
Valdehúncar,Cáceres,Valdehúncar,-,0
Valdelacasa de Tajo,Cáceres,Valdelacasa de Tajo,3.0,1
Valdemorales,Cáceres,Valdemorales,-,0
Valdeobispo,Cáceres,Valdeobispo,-,0
Valencia de Alcántara,Cáceres,Valencia de Alcántara,4.17,4
Valverde de la Vera,Cáceres,Valverde de la Vera,2.85,1
Valverde del Fresno,Cáceres,Valverde del Fresno,-,0
Vegaviana,Cáceres,Vegaviana,-,0
Viandar de la Vera,Cáceres,Viandar de la Vera,-,0
Villa del Campo,Cáceres,Villa del Campo,1.67,1
Villa del Rey,Cáceres,Villa del Rey,-,0
Villamesías,Cáceres,Villamesías,-,0
Villamiel,Cáceres,Villamiel,-,0
Villanueva de la Sierra,Cáceres,Villanueva de la Sierra,-,0
Villanueva de la Vera,Cáceres,Villanueva de la Vera,8.37,3
Villar de Plasencia,Cáceres,Villar de Plasencia,-,0
Villar del Pedroso,Cáceres,Villar del Pedroso,-,0
Villasbuenas de Gata,Cáceres,Villasbuenas de Gata,-,0
Zarza de Granadilla,Cáceres,Zarza de Granadilla,-,0
Zarza de Montánchez,Cáceres,Zarza de Montánchez,-,0
Zarza la Mayor,Cáceres,Zarza la Mayor,1.36,1
Zorita,Cáceres,Zorita,-,0
Alcalá de los Gazules,Cádiz,Alcalá de los Gazules,4.88,3
Alcalá del Valle,Cádiz,Alcalá del Valle,4.74,2
Algar,Cádiz,Algar,4.56,2
Algeciras,Cádiz,Algeciras,8.07,225
Algodonales,Cádiz,Algodonales,4.91,4
Arcos de la Frontera,Cádiz,Arcos de la Frontera,5.79,14
Barbate,Cádiz,Barbate,9.92,64
Barrios (Los),Cádiz,Los Barrios,6.09,11
Benalup-Casas Viejas,Cádiz,Benalup-Casas Viejas,-,0
Benaocaz,Cádiz,Benaocaz,3.92,4
Bornos,Cádiz,Bornos,2.65,2
Bosque (El),Cádiz,El Bosque,5.89,3
Cádiz,Cádiz,Cádiz,-,252
Castellar de la Frontera,Cádiz,Castellar de la Frontera,6.52,3
Chiclana de la Frontera,Cádiz,Chiclana de la Frontera,-,330
Chipiona,Cádiz,Chipiona,10.82,101
Conil de la Frontera,Cádiz,Conil de la Frontera,12.48,148
Espera,Cádiz,Espera,5.33,1
Gastor (El),Cádiz,El Gastor,-,0
Grazalema,Cádiz,Grazalema,7.11,6
Jerez de la Frontera,Cádiz,Jerez de la Frontera,-,131
Jimena de la Frontera,Cádiz,Jimena de la Frontera,6.26,7
Línea de la Concepción (La),Cádiz,La Línea de la Concepción,9.25,35
Medina Sidonia,Cádiz,Medina Sidonia,5.92,10
Olvera,Cádiz,Olvera,4.16,6
Paterna de Rivera,Cádiz,Paterna de Rivera,3.0,1
Prado del Rey,Cádiz,Prado del Rey,4.79,2
Puerto de Santa María (El),Cádiz,El Puerto de Santa María,-,360
Puerto Real,Cádiz,Puerto Real,7.94,34
Puerto Serrano,Cádiz,Puerto Serrano,-,0
Rota,Cádiz,Rota,-,187
San Fernando,Cádiz,San Fernando,7.82,48
San José del Valle,Cádiz,San José del Valle,3.2,2
San Martín del Tesorillo,Cádiz,San Martín del Tesorillo,11.71,3
San Roque,Cádiz,San Roque,-,23
Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda,-,123
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,-,0
Tarifa,Cádiz,Tarifa,15.15,23
Torre Alháquime,Cádiz,Torre Alháquime,-,0
Trebujena,Cádiz,Trebujena,-,0
Ubrique,Cádiz,Ubrique,6.46,10
Vejer de la Frontera,Cádiz,Vejer de la Frontera,10.57,29
Villaluenga del Rosario,Cádiz,Villaluenga del Rosario,-,0
Villamartín,Cádiz,Villamartín,5.57,13
Zahara,Cádiz,Zahara,3.04,1
Aín,Castellón,Aín,-,0
Albocàsser,Castellón,Albocàsser,-,0
Alcalà de Xivert,Castellón,Alcalà de Xivert,-,0
Alcora (l'),Castellón,L' Alcora,-,0
Alcudia de Veo,Castellón,Alcudia de Veo,-,0
Alfondeguilla,Castellón,Alfondeguilla,-,0
Algimia de Almonacid,Castellón,Algimia de Almonacid,-,0
Almassora,Castellón,Almassora,-,0
Almedíjar,Castellón,Almedíjar,-,0
Almenara,Castellón,Almenara,11.77,15
Alqueries (les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,3.54,1
Altura,Castellón,Altura,4.92,5
Arañuel,Castellón,Arañuel,-,0
Ares del Maestrat,Castellón,Ares del Maestrat,-,0
Argelita,Castellón,Argelita,-,0
Artana,Castellón,Artana,-,0
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,-,0
Ayódar,Castellón,Ayódar,-,0
Azuébar,Castellón,Azuébar,-,0
Barracas,Castellón,Barracas,-,0
Bejís,Castellón,Bejís,4.21,1
Benafer,Castellón,Benafer,-,0
Benafigos,Castellón,Benafigos,-,0
Benassal,Castellón,Benassal,-,0
Benicarló,Castellón,Benicarló,6.77,32
Benicasim/Benicàssim,Castellón,Benicasim/Benicàssim,-,0
Benlloc,Castellón,Benlloc,-,0
Betxí,Castellón,Betxí,-,0
Borriana/Burriana,Castellón,Borriana/Burriana,9.64,22
Borriol,Castellón,Borriol,5.25,2
Cabanes,Castellón,Cabanes,7.94,6
Càlig,Castellón,Càlig,8.42,1
Canet lo Roig,Castellón,Canet lo Roig,-,0
Castell de Cabres,Castellón,Castell de Cabres,-,0
Castellfort,Castellón,Castellfort,-,0
Castellnovo,Castellón,Castellnovo,-,0
Castellón de la Plana,Castellón,Castellón de la Plana,-,0
Castillo de Villamalefa,Castellón,Castillo de Villamalefa,-,0
Catí,Castellón,Catí,-,0
Caudiel,Castellón,Caudiel,-,0
Cervera del Maestre,Castellón,Cervera del Maestre,-,0
Chilches/Xilxes,Castellón,Chilches/Xilxes,-,0
Chodos/Xodos,Castellón,Chodos/Xodos,-,0
Chóvar,Castellón,Chóvar,-,0
Cinctorres,Castellón,Cinctorres,-,0
Cirat,Castellón,Cirat,5.0,1
Cortes de Arenoso,Castellón,Cortes de Arenoso,-,0
Costur,Castellón,Costur,-,0
Coves de Vinromà (les),Castellón,Les Coves de Vinromà,-,0
Culla,Castellón,Culla,-,0
Eslida,Castellón,Eslida,5.45,1
Espadilla,Castellón,Espadilla,-,0
Fanzara,Castellón,Fanzara,3.64,1
Figueroles,Castellón,Figueroles,-,0
Forcall,Castellón,Forcall,-,0
Fuente la Reina,Castellón,Fuente la Reina,-,0
Fuentes de Ayódar,Castellón,Fuentes de Ayódar,-,0
Gaibiel,Castellón,Gaibiel,-,0
Geldo,Castellón,Geldo,-,0
Herbers,Castellón,Herbers,-,0
Higueras,Castellón,Higueras,-,0
Jana (la),Castellón,La Jana,-,0
Jérica,Castellón,Jérica,-,0
Llosa (la),Castellón,La Llosa,-,0
Llucena/Lucena del Cid,Castellón,Llucena/Lucena del Cid,-,0
Ludiente,Castellón,Ludiente,-,0
Mata de Morella (la),Castellón,La Mata de Morella,-,0
Matet,Castellón,Matet,-,0
Moncofa,Castellón,Moncofa,-,0
Montán,Castellón,Montán,-,0
Montanejos,Castellón,Montanejos,6.73,5
Morella,Castellón,Morella,5.29,1
Navajas,Castellón,Navajas,6.66,3
Nules,Castellón,Nules,9.08,5
Olocau del Rey,Castellón,Olocau del Rey,-,0
Onda,Castellón,Onda,7.58,4
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,-,0
Palanques,Castellón,Palanques,-,0
Pavías,Castellón,Pavías,-,0
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,8.9,67
Pina de Montalgrao,Castellón,Pina de Montalgrao,-,0
Pobla de Benifassà (la),Castellón,La Pobla de Benifassà,-,0
Pobla Tornesa (la),Castellón,La Pobla Tornesa,-,0
Portell de Morella,Castellón,Portell de Morella,-,0
Puebla de Arenoso,Castellón,Puebla de Arenoso,-,0
Ribesalbes,Castellón,Ribesalbes,-,0
Rossell,Castellón,Rossell,-,0
Sacañet,Castellón,Sacañet,2.69,1
Salzadella (la),Castellón,La Salzadella,-,0
San Rafael del Río,Castellón,San Rafael del Río,-,0
Sant Joan de Moró,Castellón,Sant Joan de Moró,4.69,2
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,5.92,10
Sant Mateu,Castellón,Sant Mateu,5.01,12
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,-,0
Segorbe,Castellón,Segorbe,2.67,1
Serratella (la),Castellón,La Serratella,-,0
Sierra Engarcerán,Castellón,Sierra Engarcerán,4.57,2
Soneja,Castellón,Soneja,-,0
Sot de Ferrer,Castellón,Sot de Ferrer,-,0
Sueras/Suera,Castellón,Sueras/Suera,-,0
Tales,Castellón,Tales,-,0
Teresa,Castellón,Teresa,-,0
Tírig,Castellón,Tírig,-,0
Todolella,Castellón,Todolella,-,0
Toga,Castellón,Toga,-,0
Torás,Castellón,Torás,-,0
Toro (El),Castellón,El Toro,6.88,1
Torralba del Pinar,Castellón,Torralba del Pinar,-,0
Torre d'En Besora (la),Castellón,La Torre d'En Besora,-,0
Torre d'en Doménec (la),Castellón,La Torre d'en Doménec,-,0
Torreblanca,Castellón,Torreblanca,8.78,19
Torrechiva,Castellón,Torrechiva,-,0
Traiguera,Castellón,Traiguera,-,0
Useras/Useres (les),Castellón,Les Useras/Useres,-,0
Vall d'Alba,Castellón,Vall d'Alba,-,0
Vall de Almonacid,Castellón,Vall de Almonacid,-,0
Vall d'Uixó (la),Castellón,La Vall d'Uixó,-,0
Vallat,Castellón,Vallat,-,0
Vallibona,Castellón,Vallibona,-,0
Vilafamés,Castellón,Vilafamés,-,0
Vilafranca/Villafranca del Cid,Castellón,Vilafranca/Villafranca del Cid,4.43,2
Vilanova d'Alcolea,Castellón,Vilanova d'Alcolea,-,0
Vilar de Canes,Castellón,Vilar de Canes,-,0
Vila-real,Castellón,Vila-real,-,0
Vilavella (la),Castellón,La Vilavella,-,0
Villahermosa del Río,Castellón,Villahermosa del Río,-,0
Villamalur,Castellón,Villamalur,-,0
Villanueva de Viver,Castellón,Villanueva de Viver,-,0
Villores,Castellón,Villores,-,0
Vinaròs,Castellón,Vinaròs,6.88,24
Vistabella del Maestrat,Castellón,Vistabella del Maestrat,-,0
Viver,Castellón,Viver,5.0,1
Xert,Castellón,Xert,-,0
Zorita del Maestrazgo,Castellón,Zorita del Maestrazgo,-,0
Zucaina,Castellón,Zucaina,-,0
Abenójar,Ciudad Real,Abenójar,-,0
Agudo,Ciudad Real,Agudo,3.16,4
Alamillo,Ciudad Real,Alamillo,-,0
Albaladejo,Ciudad Real,Albaladejo,-,0
Alcázar de San Juan,Ciudad Real,Alcázar de San Juan,6.06,41
Alcoba,Ciudad Real,Alcoba,-,0
Alcolea de Calatrava,Ciudad Real,Alcolea de Calatrava,-,0
Alcubillas,Ciudad Real,Alcubillas,4.17,1
Aldea del Rey,Ciudad Real,Aldea del Rey,5.16,1
Alhambra,Ciudad Real,Alhambra,-,0
Almadén,Ciudad Real,Almadén,3.57,14
Almadenejos,Ciudad Real,Almadenejos,-,0
Almagro,Ciudad Real,Almagro,5.38,16
Almedina,Ciudad Real,Almedina,-,0
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,3.29,5
Almuradiel,Ciudad Real,Almuradiel,-,0
Anchuras,Ciudad Real,Anchuras,4.17,1
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,3.38,1
Arenas de San Juan,Ciudad Real,Arenas de San Juan,-,0
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,3.84,2
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,-,0
Arroba de los Montes,Ciudad Real,Arroba de los Montes,-,0
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,-,0
Bolaños de Calatrava,Ciudad Real,Bolaños de Calatrava,4.09,1
Brazatortas,Ciudad Real,Brazatortas,-,0
Cabezarados,Ciudad Real,Cabezarados,-,0
Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto,-,0
Calzada de Calatrava,Ciudad Real,Calzada de Calatrava,6.04,2
Campo de Criptana,Ciudad Real,Campo de Criptana,5.61,5
Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,-,0
Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,-,0
Carrión de Calatrava,Ciudad Real,Carrión de Calatrava,4.72,3
Carrizosa,Ciudad Real,Carrizosa,-,0
Castellar de Santiago,Ciudad Real,Castellar de Santiago,2.36,2
Chillón,Ciudad Real,Chillón,-,0
Ciudad Real,Ciudad Real,Ciudad Real,6.38,209
Corral de Calatrava,Ciudad Real,Corral de Calatrava,-,0
Cortijos (Los),Ciudad Real,Los Cortijos,-,0
Cózar,Ciudad Real,Cózar,-,0
Daimiel,Ciudad Real,Daimiel,5.39,10
Fernán Caballero,Ciudad Real,Fernán Caballero,-,0
Fontanarejo,Ciudad Real,Fontanarejo,-,0
Fuencaliente,Ciudad Real,Fuencaliente,10.0,1
Fuenllana,Ciudad Real,Fuenllana,-,0
Fuente el Fresno,Ciudad Real,Fuente el Fresno,7.64,3
Granátula de Calatrava,Ciudad Real,Granátula de Calatrava,-,0
Guadalmez,Ciudad Real,Guadalmez,-,0
Herencia,Ciudad Real,Herencia,4.14,4
Hinojosas de Calatrava,Ciudad Real,Hinojosas de Calatrava,-,0
Horcajo de los Montes,Ciudad Real,Horcajo de los Montes,-,0
Labores (Las),Ciudad Real,Las Labores,-,0
Llanos del Caudillo,Ciudad Real,Llanos del Caudillo,-,0
Luciana,Ciudad Real,Luciana,-,0
Malagón,Ciudad Real,Malagón,3.99,5
Manzanares,Ciudad Real,Manzanares,4.18,6
Membrilla,Ciudad Real,Membrilla,-,0
Mestanza,Ciudad Real,Mestanza,-,0
Miguelturra,Ciudad Real,Miguelturra,4.18,16
Montiel,Ciudad Real,Montiel,2.78,1
Moral de Calatrava,Ciudad Real,Moral de Calatrava,-,0
Navalpino,Ciudad Real,Navalpino,-,0
Navas de Estena,Ciudad Real,Navas de Estena,-,0
Pedro Muñoz,Ciudad Real,Pedro Muñoz,5.28,3
Picón,Ciudad Real,Picón,3.31,1
Piedrabuena,Ciudad Real,Piedrabuena,5.94,3
Poblete,Ciudad Real,Poblete,4.11,3
Porzuna,Ciudad Real,Porzuna,6.39,3
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,2.85,3
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,-,0
Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo,-,0
Puebla del Príncipe,Ciudad Real,Puebla del Príncipe,-,0
Puerto Lápice,Ciudad Real,Puerto Lápice,-,0
Puertollano,Ciudad Real,Puertollano,5.12,60
Retuerta del Bullaque,Ciudad Real,Retuerta del Bullaque,14.55,1
Robledo (El),Ciudad Real,El Robledo,1.67,1
Ruidera,Ciudad Real,Ruidera,5.14,3
Saceruela,Ciudad Real,Saceruela,-,0
San Carlos del Valle,Ciudad Real,San Carlos del Valle,-,0
San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava,-,0
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,-,0
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,-,0
Socuéllamos,Ciudad Real,Socuéllamos,4.41,3
Solana del Pino,Ciudad Real,Solana del Pino,-,0
Solana (La),Ciudad Real,La Solana,4.58,1
Terrinches,Ciudad Real,Terrinches,-,0
Tomelloso,Ciudad Real,Tomelloso,4.55,18
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,5.29,1
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,-,0
Torrenueva,Ciudad Real,Torrenueva,-,0
Valdemanco del Esteras,Ciudad Real,Valdemanco del Esteras,-,0
Valdepeñas,Ciudad Real,Valdepeñas,5.19,44
Valenzuela de Calatrava,Ciudad Real,Valenzuela de Calatrava,-,0
Villahermosa,Ciudad Real,Villahermosa,-,0
Villamanrique,Ciudad Real,Villamanrique,-,0
Villamayor de Calatrava,Ciudad Real,Villamayor de Calatrava,-,0
Villanueva de la Fuente,Ciudad Real,Villanueva de la Fuente,-,0
Villanueva de los Infantes,Ciudad Real,Villanueva de los Infantes,3.44,6
Villanueva de San Carlos,Ciudad Real,Villanueva de San Carlos,-,0
Villar del Pozo,Ciudad Real,Villar del Pozo,-,0
Villarrubia de los Ojos,Ciudad Real,Villarrubia de los Ojos,221.76,3
Villarta de San Juan,Ciudad Real,Villarta de San Juan,-,0
Viso del Marqués,Ciudad Real,Viso del Marqués,3.49,2
Adamuz,Córdoba,Adamuz,-,0
Aguilar de la Frontera,Córdoba,Aguilar de la Frontera,2.97,4
Alcaracejos,Córdoba,Alcaracejos,-,0
Almedinilla,Córdoba,Almedinilla,13.33,1
Almodóvar del Río,Córdoba,Almodóvar del Río,5.53,7
Añora,Córdoba,Añora,-,0
Baena,Córdoba,Baena,3.7,7
Belalcázar,Córdoba,Belalcázar,1.88,2
Belmez,Córdoba,Belmez,5.0,5
Benamejí,Córdoba,Benamejí,2.33,1
Blázquez (Los),Córdoba,Los Blázquez,-,0
Bujalance,Córdoba,Bujalance,-,0
Cabra,Córdoba,Cabra,-,13
Cañete de las Torres,Córdoba,Cañete de las Torres,-,0
Carcabuey,Córdoba,Carcabuey,-,0
Cardeña,Córdoba,Cardeña,-,0
Carlota (La),Córdoba,La Carlota,5.05,7
Carpio (El),Córdoba,El Carpio,-,0
Castro del Río,Córdoba,Castro del Río,-,0
Conquista,Córdoba,Conquista,-,0
Córdoba,Córdoba,Córdoba,-,867
Doña Mencía,Córdoba,Doña Mencía,3.96,5
Dos Torres,Córdoba,Dos Torres,-,0
Encinas Reales,Córdoba,Encinas Reales,7.29,1
Espejo,Córdoba,Espejo,-,0
Espiel,Córdoba,Espiel,3.33,1
Fernán-Núñez,Córdoba,Fernán-Núñez,3.83,3
Fuente Carreteros,Córdoba,Fuente Carreteros,-,0
Fuente la Lancha,Córdoba,Fuente la Lancha,-,0
Fuente Obejuna,Córdoba,Fuente Obejuna,-,0
Fuente Palmera,Córdoba,Fuente Palmera,4.87,2
Fuente-Tójar,Córdoba,Fuente-Tójar,-,0
Granjuela (La),Córdoba,La Granjuela,-,0
Guadalcázar,Córdoba,Guadalcázar,3.21,2
Guijarrosa (La),Córdoba,La Guijarrosa,-,0
Guijo (El),Córdoba,El Guijo,-,0
Hinojosa del Duque,Córdoba,Hinojosa del Duque,3.37,8
Hornachuelos,Córdoba,Hornachuelos,4.81,3
Iznájar,Córdoba,Iznájar,3.89,4
Lucena,Córdoba,Lucena,5.18,27
Luque,Córdoba,Luque,2.85,3
Montalbán de Córdoba,Córdoba,Montalbán de Córdoba,-,0
Montemayor,Córdoba,Montemayor,5.0,1
Montilla,Córdoba,Montilla,6.65,23
Montoro,Córdoba,Montoro,4.76,3
Monturque,Córdoba,Monturque,inf,1
Moriles,Córdoba,Moriles,4.29,1
Nueva Carteya,Córdoba,Nueva Carteya,-,0
Obejo,Córdoba,Obejo,4.9,3
Palenciana,Córdoba,Palenciana,-,0
Palma del Río,Córdoba,Palma del Río,4.86,12
Pedro Abad,Córdoba,Pedro Abad,-,0
Pedroche,Córdoba,Pedroche,3.67,1
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,3.46,9
Posadas,Córdoba,Posadas,3.8,4
Pozoblanco,Córdoba,Pozoblanco,4.21,15
Priego de Córdoba,Córdoba,Priego de Córdoba,5.18,23
Puente Genil,Córdoba,Puente Genil,4.92,10
Rambla (La),Córdoba,La Rambla,4.05,2
Rute,Córdoba,Rute,4.63,6
San Sebastián de los Ballesteros,Córdoba,San Sebastián de los Ballesteros,-,0
Santa Eufemia,Córdoba,Santa Eufemia,-,0
Santaella,Córdoba,Santaella,-,0
Torrecampo,Córdoba,Torrecampo,-,0
Valenzuela,Córdoba,Valenzuela,-,0
Valsequillo,Córdoba,Valsequillo,-,0
Victoria (La),Córdoba,La Victoria,2.16,2
Villa del Río,Córdoba,Villa del Río,-,0
Villafranca de Córdoba,Córdoba,Villafranca de Córdoba,4.64,5
Villaharta,Córdoba,Villaharta,-,0
Villanueva de Córdoba,Córdoba,Villanueva de Córdoba,7.3,2
Villanueva del Duque,Córdoba,Villanueva del Duque,4.36,1
Villanueva del Rey,Córdoba,Villanueva del Rey,2.27,1
Villaralto,Córdoba,Villaralto,-,0
Villaviciosa de Córdoba,Córdoba,Villaviciosa de Córdoba,8.27,2
Viso (El),Córdoba,El Viso,1.76,1
Zuheros,Córdoba,Zuheros,-,0
Abegondo,A Coruña,Abegondo,4.97,2
Ames,A Coruña,Ames,6.0,18
Aranga,A Coruña,Aranga,-,0
Ares,A Coruña,Ares,9.09,37
Arteixo,A Coruña,Arteixo,6.5,32
Arzúa,A Coruña,Arzúa,-,0
Baña (A),A Coruña,A Baña,-,0
Bergondo,A Coruña,Bergondo,8.18,2
Betanzos,A Coruña,Betanzos,6.17,13
Boimorto,A Coruña,Boimorto,-,0
Boiro,A Coruña,Boiro,8.28,16
Boqueixón,A Coruña,Boqueixón,-,0
Brión,A Coruña,Brión,5.4,6
Cabana de Bergantiños,A Coruña,Cabana de Bergantiños,6.07,2
Cabanas,A Coruña,Cabanas,16.88,14
Camariñas,A Coruña,Camariñas,6.22,6
Cambre,A Coruña,Cambre,6.54,12
Capela (A),A Coruña,A Capela,4.21,1
Carballo,A Coruña,Carballo,4.75,19
Cariño,A Coruña,Cariño,4.18,3
Carnota,A Coruña,Carnota,6.48,6
Carral,A Coruña,Carral,5.79,5
Cedeira,A Coruña,Cedeira,6.72,38
Cee,A Coruña,Cee,4.75,10
Cerceda,A Coruña,Cerceda,7.17,2
Cerdido,A Coruña,Cerdido,-,0
Coirós,A Coruña,Coirós,4.18,2
Corcubión,A Coruña,Corcubión,5.9,10
Coristanco,A Coruña,Coristanco,-,0
Coruña (A),A Coruña,A Coruña,-,536
Culleredo,A Coruña,Culleredo,8.09,17
Curtis,A Coruña,Curtis,4.26,4
Dodro,A Coruña,Dodro,1.67,2
Dumbría,A Coruña,Dumbría,10.71,1
Fene,A Coruña,Fene,5.29,3
Ferrol,A Coruña,Ferrol,5.65,137
Fisterra,A Coruña,Fisterra,6.2,9
Frades,A Coruña,Frades,-,0
Irixoa,A Coruña,Irixoa,-,0
Laracha (A),A Coruña,A Laracha,-,0
Laxe,A Coruña,Laxe,7.31,17
Lousame,A Coruña,Lousame,-,0
Malpica de Bergantiños,A Coruña,Malpica de Bergantiños,7.12,16
Mañón,A Coruña,Mañón,6.76,4
Mazaricos,A Coruña,Mazaricos,-,0
Melide,A Coruña,Melide,6.12,4
Mesía,A Coruña,Mesía,-,0
Miño,A Coruña,Miño,11.62,20
Moeche,A Coruña,Moeche,3.61,1
Monfero,A Coruña,Monfero,9.0,1
Mugardos,A Coruña,Mugardos,9.8,2
Muros,A Coruña,Muros,6.8,11
Muxía,A Coruña,Muxía,4.12,3
