municipio,provincia,municipio_nombre_humano
Trazo,A Coruña,Trazo
Val do Dubra,A Coruña,Val do Dubra
Valdoviño,A Coruña,Valdoviño
Vedra,A Coruña,Vedra
Vilarmaior,A Coruña,Vilarmaior
Vilasantar,A Coruña,Vilasantar
Vimianzo,A Coruña,Vimianzo
Zas,A Coruña,Zas
Abia de la Obispalía,Cuenca,Abia de la Obispalía
Acebrón (El),Cuenca,El Acebrón
Alarcón,Cuenca,Alarcón
Albaladejo del Cuende,Cuenca,Albaladejo del Cuende
Albalate de las Nogueras,Cuenca,Albalate de las Nogueras
Albendea,Cuenca,Albendea
Alberca de Záncara (La),Cuenca,La Alberca de Záncara
Alcalá de la Vega,Cuenca,Alcalá de la Vega
Alcantud,Cuenca,Alcantud
Alcázar del Rey,Cuenca,Alcázar del Rey
Alcohujate,Cuenca,Alcohujate
Alconchel de la Estrella,Cuenca,Alconchel de la Estrella
Algarra,Cuenca,Algarra
Aliaguilla,Cuenca,Aliaguilla
Almarcha (La),Cuenca,La Almarcha
Almendros,Cuenca,Almendros
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado
Altarejos,Cuenca,Altarejos
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo
Arcas,Cuenca,Arcas
Arcos de la Sierra,Cuenca,Arcos de la Sierra
Arguisuelas,Cuenca,Arguisuelas
Arrancacepas,Cuenca,Arrancacepas
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate
Barajas de Melo,Cuenca,Barajas de Melo
Barchín del Hoyo,Cuenca,Barchín del Hoyo
Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro
Beamud,Cuenca,Beamud
Belinchón,Cuenca,Belinchón
Belmonte,Cuenca,Belmonte
Belmontejo,Cuenca,Belmontejo
Beteta,Cuenca,Beteta
Boniches,Cuenca,Boniches
Buciegas,Cuenca,Buciegas
Buenache de Alarcón,Cuenca,Buenache de Alarcón
Buenache de la Sierra,Cuenca,Buenache de la Sierra
Buendía,Cuenca,Buendía
Campillo de Altobuey,Cuenca,Campillo de Altobuey
Campillos-Paravientos,Cuenca,Campillos-Paravientos
Campillos-Sierra,Cuenca,Campillos-Sierra
Campos del Paraíso,Cuenca,Campos del Paraíso
Canalejas del Arroyo,Cuenca,Canalejas del Arroyo
Cañada del Hoyo,Cuenca,Cañada del Hoyo
Cañada Juncosa,Cuenca,Cañada Juncosa
Cañamares,Cuenca,Cañamares
Cañavate (El),Cuenca,El Cañavate
Cañaveras,Cuenca,Cañaveras
Cañaveruelas,Cuenca,Cañaveruelas
Cañete,Cuenca,Cañete
Cañizares,Cuenca,Cañizares
Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón
Cardenete,Cuenca,Cardenete
Carrascosa,Cuenca,Carrascosa
Carrascosa de Haro,Cuenca,Carrascosa de Haro
Casas de Benítez,Cuenca,Casas de Benítez
Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso
Casas de Garcimolina,Cuenca,Casas de Garcimolina
Casas de Guijarro,Cuenca,Casas de Guijarro
Casas de Haro,Cuenca,Casas de Haro
Casas de los Pinos,Cuenca,Casas de los Pinos
Casasimarro,Cuenca,Casasimarro
Castejón,Cuenca,Castejón
Castillejo de Iniesta,Cuenca,Castillejo de Iniesta
Castillejo-Sierra,Cuenca,Castillejo-Sierra
Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz
Castillo-Albaráñez,Cuenca,Castillo-Albaráñez
Cervera del Llano,Cuenca,Cervera del Llano
Chillarón de Cuenca,Cuenca,Chillarón de Cuenca
Chumillas,Cuenca,Chumillas
Cierva (La),Cuenca,La Cierva
Cuenca,Cuenca,Cuenca
Cueva del Hierro,Cuenca,Cueva del Hierro
Enguídanos,Cuenca,Enguídanos
Fresneda de Altarejos,Cuenca,Fresneda de Altarejos
Fresneda de la Sierra,Cuenca,Fresneda de la Sierra
Frontera (La),Cuenca,La Frontera
Fuente de Pedro Naharro,Cuenca,Fuente de Pedro Naharro
Fuentelespino de Haro,Cuenca,Fuentelespino de Haro
Fuentelespino de Moya,Cuenca,Fuentelespino de Moya
Fuentenava de Jábaga,Cuenca,Fuentenava de Jábaga
Fuentes,Cuenca,Fuentes
Fuertescusa,Cuenca,Fuertescusa
Gabaldón,Cuenca,Gabaldón
Garaballa,Cuenca,Garaballa
Gascueña,Cuenca,Gascueña
Graja de Campalbo,Cuenca,Graja de Campalbo
Graja de Iniesta,Cuenca,Graja de Iniesta
Henarejos,Cuenca,Henarejos
Herrumblar (El),Cuenca,El Herrumblar
Hinojosa (La),Cuenca,La Hinojosa
Hinojosos (Los),Cuenca,Los Hinojosos
Hito (El),Cuenca,El Hito
Honrubia,Cuenca,Honrubia
Hontanaya,Cuenca,Hontanaya
Hontecillas,Cuenca,Hontecillas
Horcajo de Santiago,Cuenca,Horcajo de Santiago
Huélamo,Cuenca,Huélamo
Huelves,Cuenca,Huelves
Huérguina,Cuenca,Huérguina
Huerta de la Obispalía,Cuenca,Huerta de la Obispalía
Huerta del Marquesado,Cuenca,Huerta del Marquesado
Huete,Cuenca,Huete
Iniesta,Cuenca,Iniesta
Laguna del Marquesado,Cuenca,Laguna del Marquesado
Lagunaseca,Cuenca,Lagunaseca
Landete,Cuenca,Landete
Ledaña,Cuenca,Ledaña
Leganiel,Cuenca,Leganiel
Majadas (Las),Cuenca,Las Majadas
Mariana,Cuenca,Mariana
Masegosa,Cuenca,Masegosa
Mesas (Las),Cuenca,Las Mesas
Minglanilla,Cuenca,Minglanilla
Mira,Cuenca,Mira
Monreal del Llano,Cuenca,Monreal del Llano
Montalbanejo,Cuenca,Montalbanejo
Montalbo,Cuenca,Montalbo
Monteagudo de las Salinas,Cuenca,Monteagudo de las Salinas
Mota de Altarejos,Cuenca,Mota de Altarejos
Mota del Cuervo,Cuenca,Mota del Cuervo
Motilla del Palancar,Cuenca,Motilla del Palancar
Moya,Cuenca,Moya
Narboneta,Cuenca,Narboneta
Olivares de Júcar,Cuenca,Olivares de Júcar
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta
Olmeda del Rey,Cuenca,Olmeda del Rey
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz
Osa de la Vega,Cuenca,Osa de la Vega
Pajarón,Cuenca,Pajarón
Pajaroncillo,Cuenca,Pajaroncillo
Palomares del Campo,Cuenca,Palomares del Campo
Palomera,Cuenca,Palomera
Paracuellos,Cuenca,Paracuellos
Paredes,Cuenca,Paredes
Parra de las Vegas (La),Cuenca,La Parra de las Vegas
Pedernoso (El),Cuenca,El Pedernoso
Pedroñeras (Las),Cuenca,Las Pedroñeras
Peral (El),Cuenca,El Peral
Peraleja (La),Cuenca,La Peraleja
Pesquera (La),Cuenca,La Pesquera
Picazo (El),Cuenca,El Picazo
Pinarejo,Cuenca,Pinarejo
Pineda de Gigüela,Cuenca,Pineda de Gigüela
Piqueras del Castillo,Cuenca,Piqueras del Castillo
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud
Portilla,Cuenca,Portilla
Poyatos,Cuenca,Poyatos
Pozoamargo,Cuenca,Pozoamargo
Pozorrubielos de la Mancha,Cuenca,Pozorrubielos de la Mancha
Pozorrubio de Santiago,Cuenca,Pozorrubio de Santiago
Pozuelo (El),Cuenca,El Pozuelo
Priego,Cuenca,Priego
Provencio (El),Cuenca,El Provencio
Puebla de Almenara,Cuenca,Puebla de Almenara
Puebla del Salvador,Cuenca,Puebla del Salvador
Quintanar del Rey,Cuenca,Quintanar del Rey
Rada de Haro,Cuenca,Rada de Haro
Reíllo,Cuenca,Reíllo
Rozalén del Monte,Cuenca,Rozalén del Monte
Saceda-Trasierra,Cuenca,Saceda-Trasierra
Saelices,Cuenca,Saelices
Salinas del Manzano,Cuenca,Salinas del Manzano
Salmeroncillos,Cuenca,Salmeroncillos
Salvacañete,Cuenca,Salvacañete
San Clemente,Cuenca,San Clemente
San Lorenzo de la Parrilla,Cuenca,San Lorenzo de la Parrilla
San Martín de Boniches,Cuenca,San Martín de Boniches
San Pedro Palmiches,Cuenca,San Pedro Palmiches
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya
Santa María de los Llanos,Cuenca,Santa María de los Llanos
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus
Santa María del Val,Cuenca,Santa María del Val
Sisante,Cuenca,Sisante
Solera de Gabaldón,Cuenca,Solera de Gabaldón
Sotorribas,Cuenca,Sotorribas
Talayuelas,Cuenca,Talayuelas
Tarancón,Cuenca,Tarancón
Tébar,Cuenca,Tébar
Tejadillos,Cuenca,Tejadillos
Tinajas,Cuenca,Tinajas
Torralba,Cuenca,Torralba
Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey
Torrubia del Campo,Cuenca,Torrubia del Campo
Torrubia del Castillo,Cuenca,Torrubia del Castillo
Tragacete,Cuenca,Tragacete
Tresjuncos,Cuenca,Tresjuncos
Tribaldos,Cuenca,Tribaldos
Uclés,Cuenca,Uclés
Uña,Cuenca,Uña
Valdecolmenas (Los),Cuenca,Los Valdecolmenas
Valdemeca,Cuenca,Valdemeca
Valdemorillo de la Sierra,Cuenca,Valdemorillo de la Sierra
Valdemoro-Sierra,Cuenca,Valdemoro-Sierra
Valdeolivas,Cuenca,Valdeolivas
Valdetórtola,Cuenca,Valdetórtola
Valeras (Las),Cuenca,Las Valeras
Valhermoso de la Fuente,Cuenca,Valhermoso de la Fuente
Valle de Altomira (El),Cuenca,El Valle de Altomira
Valsalobre,Cuenca,Valsalobre
Valverde de Júcar,Cuenca,Valverde de Júcar
Valverdejo,Cuenca,Valverdejo
Vara de Rey,Cuenca,Vara de Rey
Vega del Codorno,Cuenca,Vega del Codorno
Vellisca,Cuenca,Vellisca
Villaconejos de Trabaque,Cuenca,Villaconejos de Trabaque
Villaescusa de Haro,Cuenca,Villaescusa de Haro
Villagarcía del Llano,Cuenca,Villagarcía del Llano
Villalba de la Sierra,Cuenca,Villalba de la Sierra
Villalba del Rey,Cuenca,Villalba del Rey
Villalgordo del Marquesado,Cuenca,Villalgordo del Marquesado
Villalpardo,Cuenca,Villalpardo
Villamayor de Santiago,Cuenca,Villamayor de Santiago
Villanueva de Guadamejud,Cuenca,Villanueva de Guadamejud
Villanueva de la Jara,Cuenca,Villanueva de la Jara
Villar de Cañas,Cuenca,Villar de Cañas
Villar de Domingo García,Cuenca,Villar de Domingo García
Villar de la Encina,Cuenca,Villar de la Encina
Villar de Olalla,Cuenca,Villar de Olalla
Villar del Humo,Cuenca,Villar del Humo
Villar del Infantado,Cuenca,Villar del Infantado
Villar y Velasco,Cuenca,Villar y Velasco
Villarejo de Fuentes,Cuenca,Villarejo de Fuentes
Villarejo de la Peñuela,Cuenca,Villarejo de la Peñuela
Villarejo-Periesteban,Cuenca,Villarejo-Periesteban
Villares del Saz,Cuenca,Villares del Saz
Villarrubio,Cuenca,Villarrubio
Villarta,Cuenca,Villarta
Villas de la Ventosa,Cuenca,Villas de la Ventosa
Villaverde y Pasaconsol,Cuenca,Villaverde y Pasaconsol
Víllora,Cuenca,Víllora
Vindel,Cuenca,Vindel
Yémeda,Cuenca,Yémeda
Zafra de Záncara,Cuenca,Zafra de Záncara
Zafrilla,Cuenca,Zafrilla
Zarza de Tajo,Cuenca,Zarza de Tajo
Zarzuela,Cuenca,Zarzuela
Agullana,Girona,Agullana
Aiguaviva,Girona,Aiguaviva
Albanyà,Girona,Albanyà
Albons,Girona,Albons
Alp,Girona,Alp
Amer,Girona,Amer
Anglès,Girona,Anglès
Arbúcies,Girona,Arbúcies
Argelaguer,Girona,Argelaguer
Armentera (L'),Girona,L' Armentera
Avinyonet de Puigventós,Girona,Avinyonet de Puigventós
Banyoles,Girona,Banyoles
Bàscara,Girona,Bàscara
Begur,Girona,Begur
Bellcaire d'Empordà,Girona,Bellcaire d'Empordà
Besalú,Girona,Besalú
Bescanó,Girona,Bescanó
Beuda,Girona,Beuda
Bisbal d'Empordà (La),Girona,La Bisbal d'Empordà
Biure,Girona,Biure
Blanes,Girona,Blanes
Boadella i les Escaules,Girona,Boadella i les Escaules
Bolvir,Girona,Bolvir
Bordils,Girona,Bordils
Borrassà,Girona,Borrassà
Breda,Girona,Breda
Brunyola i Sant Martí Sapresa,Girona,Brunyola i Sant Martí Sapresa
Cabanelles,Girona,Cabanelles
Cabanes,Girona,Cabanes
Cadaqués,Girona,Cadaqués
Caldes de Malavella,Girona,Caldes de Malavella
Calonge i Sant Antoni,Girona,Calonge i Sant Antoni
Camós,Girona,Camós
Campdevànol,Girona,Campdevànol
Campelles,Girona,Campelles
Campllong,Girona,Campllong
Camprodon,Girona,Camprodon
Canet d'Adri,Girona,Canet d'Adri
Cantallops,Girona,Cantallops
Capmany,Girona,Capmany
Cassà de la Selva,Girona,Cassà de la Selva
Castellfollit de la Roca,Girona,Castellfollit de la Roca
Castelló d'Empúries,Girona,Castelló d'Empúries
Castell-Platja d'Aro,Girona,Castell-Platja d'Aro
Cellera de Ter (La),Girona,La Cellera de Ter
Celrà,Girona,Celrà
Cervià de Ter,Girona,Cervià de Ter
Cistella,Girona,Cistella
Colera,Girona,Colera
Colomers,Girona,Colomers
Corçà,Girona,Corçà
Cornellà del Terri,Girona,Cornellà del Terri
Crespià,Girona,Crespià
Cruïlles (Mo)nells i Sant Sadurní de l'Heura,Girona,Mo Cruïllesnells i Sant Sadurní de l'Heura
Darnius,Girona,Darnius
Das,Girona,Das
Escala (L'),Girona,L' Escala
Espinelves,Girona,Espinelves
Espolla,Girona,Espolla
Esponellà,Girona,Esponellà
Far d'Empordà (El),Girona,El Far d'Empordà
Figueres,Girona,Figueres
Flaçà,Girona,Flaçà
Foixà,Girona,Foixà
Fontanals de Cerdanya,Girona,Fontanals de Cerdanya
Fontanilles,Girona,Fontanilles
Fontcoberta,Girona,Fontcoberta
Forallac,Girona,Forallac
Fornells de la Selva,Girona,Fornells de la Selva
Fortià,Girona,Fortià
Garrigàs,Girona,Garrigàs
Garrigoles,Girona,Garrigoles
Garriguella,Girona,Garriguella
Ger,Girona,Ger
Girona,Girona,Girona
Gombrèn,Girona,Gombrèn
Gualta,Girona,Gualta
Guils de Cerdanya,Girona,Guils de Cerdanya
Hostalric,Girona,Hostalric
Isòvol,Girona,Isòvol
Jafre,Girona,Jafre
Jonquera (La),Girona,La Jonquera
Juià,Girona,Juià
Lladó,Girona,Lladó
Llagostera,Girona,Llagostera
Llambilles,Girona,Llambilles
Llanars,Girona,Llanars
Llançà,Girona,Llançà
Llers,Girona,Llers
Llívia,Girona,Llívia
Lloret de Mar,Girona,Lloret de Mar
Llosses (Les),Girona,Les Llosses
Maçanet de Cabrenys,Girona,Maçanet de Cabrenys
Maçanet de la Selva,Girona,Maçanet de la Selva
Madremanya,Girona,Madremanya
Maià de Montcal,Girona,Maià de Montcal
Masarac,Girona,Masarac
Massanes,Girona,Massanes
Meranges,Girona,Meranges
Mieres,Girona,Mieres
Mollet de Peralada,Girona,Mollet de Peralada
Molló,Girona,Molló
Montagut i Oix,Girona,Montagut i Oix
Mont-ras,Girona,Mont-ras
Navata,Girona,Navata
Ogassa,Girona,Ogassa
Olot,Girona,Olot
Ordis,Girona,Ordis
Osor,Girona,Osor
Palafrugell,Girona,Palafrugell
Palamós,Girona,Palamós
Palau de Santa Eulàlia,Girona,Palau de Santa Eulàlia
Palau-sator,Girona,Palau-sator
Palau-saverdera,Girona,Palau-saverdera
Palol de Revardit,Girona,Palol de Revardit
Pals,Girona,Pals
Pardines,Girona,Pardines
Parlavà,Girona,Parlavà
Pau,Girona,Pau
Pedret i Marzà,Girona,Pedret i Marzà
Pera (La),Girona,La Pera
Peralada,Girona,Peralada
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles
Planoles,Girona,Planoles
Pont de Molins,Girona,Pont de Molins
Pontós,Girona,Pontós
Porqueres,Girona,Porqueres
Port de la Selva (El),Girona,El Port de la Selva
Portbou,Girona,Portbou
Preses (Les),Girona,Les Preses
Puigcerdà,Girona,Puigcerdà
Quart,Girona,Quart
Queralbs,Girona,Queralbs
Rabós,Girona,Rabós
Regencós,Girona,Regencós
Ribes de Freser,Girona,Ribes de Freser
Riells i Viabrea,Girona,Riells i Viabrea
Ripoll,Girona,Ripoll
Riudarenes,Girona,Riudarenes
Riudaura,Girona,Riudaura
Riudellots de la Selva,Girona,Riudellots de la Selva
Riumors,Girona,Riumors
Roses,Girona,Roses
Rupià,Girona,Rupià
Sales de Llierca,Girona,Sales de Llierca
Salt,Girona,Salt
Sant Andreu Salou,Girona,Sant Andreu Salou
Sant Aniol de Finestres,Girona,Sant Aniol de Finestres
Sant Climent Sescebes,Girona,Sant Climent Sescebes
Sant Feliu de Buixalleu,Girona,Sant Feliu de Buixalleu
Sant Feliu de Guíxols,Girona,Sant Feliu de Guíxols
Sant Feliu de Pallerols,Girona,Sant Feliu de Pallerols
Sant Ferriol,Girona,Sant Ferriol
Sant Gregori,Girona,Sant Gregori
Sant Hilari Sacalm,Girona,Sant Hilari Sacalm
Sant Jaume de Llierca,Girona,Sant Jaume de Llierca
Sant Joan de les Abadesses,Girona,Sant Joan de les Abadesses
Sant Joan de Mollet,Girona,Sant Joan de Mollet
Sant Joan les Fonts,Girona,Sant Joan les Fonts
Sant Jordi Desvalls,Girona,Sant Jordi Desvalls
Sant Julià de Ramis,Girona,Sant Julià de Ramis
Sant Julià del Llor i Bonmatí,Girona,Sant Julià del Llor i Bonmatí
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga
Sant Martí de Llémena,Girona,Sant Martí de Llémena
Sant Martí Vell,Girona,Sant Martí Vell
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià
Sant Mori,Girona,Sant Mori
Sant Pau de Segúries,Girona,Sant Pau de Segúries
Sant Pere Pescador,Girona,Sant Pere Pescador
Santa Coloma de Farners,Girona,Santa Coloma de Farners
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema
Santa Pau,Girona,Santa Pau
Sarrià de Ter,Girona,Sarrià de Ter
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies
Selva de Mar (La),Girona,La Selva de Mar
Serinyà,Girona,Serinyà
Serra de Daró,Girona,Serra de Daró
Setcases,Girona,Setcases
Sils,Girona,Sils
Siurana,Girona,Siurana
Susqueda,Girona,Susqueda
Tallada d'Empordà (La),Girona,La Tallada d'Empordà
Terrades,Girona,Terrades
Torrent,Girona,Torrent
Torroella de Fluvià,Girona,Torroella de Fluvià
Torroella de Montgrí,Girona,Torroella de Montgrí
Tortellà,Girona,Tortellà
Toses,Girona,Toses
Tossa de Mar,Girona,Tossa de Mar
Ullà,Girona,Ullà
Ullastret,Girona,Ullastret
Ultramort,Girona,Ultramort
Urús,Girona,Urús
Vajol (La),Girona,La Vajol
Vall de Bianya (La),Girona,La Vall de Bianya
Vall d'en Bas (La),Girona,La Vall d'en Bas
Vallfogona de Ripollès,Girona,Vallfogona de Ripollès
Vall-llobrega,Girona,Vall-llobrega
Ventalló,Girona,Ventalló
Verges,Girona,Verges
Vidrà,Girona,Vidrà
Vidreres,Girona,Vidreres
Vilabertran,Girona,Vilabertran
Vilablareix,Girona,Vilablareix
Viladamat,Girona,Viladamat
Viladasens,Girona,Viladasens
Vilademuls,Girona,Vilademuls
Viladrau,Girona,Viladrau
Vilafant,Girona,Vilafant
Vilajuïga,Girona,Vilajuïga
Vilallonga de Ter,Girona,Vilallonga de Ter
Vilamacolum,Girona,Vilamacolum
Vilamalla,Girona,Vilamalla
Vilamaniscle,Girona,Vilamaniscle
Vilanant,Girona,Vilanant
Vila-sacra,Girona,Vila-sacra
Vilaür,Girona,Vilaür
Vilobí d'Onyar,Girona,Vilobí d'Onyar
Vilopriu,Girona,Vilopriu
Agrón,Granada,Agrón
Alamedilla,Granada,Alamedilla
Albolote,Granada,Albolote
Albondón,Granada,Albondón
Albuñán,Granada,Albuñán
Albuñol,Granada,Albuñol
Albuñuelas,Granada,Albuñuelas
Aldeire,Granada,Aldeire
Alfacar,Granada,Alfacar
Algarinejo,Granada,Algarinejo
Alhama de Granada,Granada,Alhama de Granada
Alhendín,Granada,Alhendín
Alicún de Ortega,Granada,Alicún de Ortega
Almegíjar,Granada,Almegíjar
Almuñécar,Granada,Almuñécar
Alpujarra de la Sierra,Granada,Alpujarra de la Sierra
Alquife,Granada,Alquife
Arenas del Rey,Granada,Arenas del Rey
Armilla,Granada,Armilla
Atarfe,Granada,Atarfe
Baza,Granada,Baza
Beas de Granada,Granada,Beas de Granada
Beas de Guadix,Granada,Beas de Guadix
Benalúa,Granada,Benalúa
Benalúa de las Villas,Granada,Benalúa de las Villas
Benamaurel,Granada,Benamaurel
Bérchules,Granada,Bérchules
Bubión,Granada,Bubión
Busquístar,Granada,Busquístar
Cacín,Granada,Cacín
Cádiar,Granada,Cádiar
Cájar,Granada,Cájar
Calahorra (La),Granada,La Calahorra
Calicasas,Granada,Calicasas
Campotéjar,Granada,Campotéjar
Caniles,Granada,Caniles
Cáñar,Granada,Cáñar
Capileira,Granada,Capileira
Carataunas,Granada,Carataunas
Cástaras,Granada,Cástaras
Castilléjar,Granada,Castilléjar
Castril,Granada,Castril
Cenes de la Vega,Granada,Cenes de la Vega
Chauchina,Granada,Chauchina
Chimeneas,Granada,Chimeneas
Churriana de la Vega,Granada,Churriana de la Vega
Cijuela,Granada,Cijuela
Cogollos de Guadix,Granada,Cogollos de Guadix
Cogollos de la Vega,Granada,Cogollos de la Vega
Colomera,Granada,Colomera
Cortes de Baza,Granada,Cortes de Baza
Cortes y Graena,Granada,Cortes y Graena
Cuevas del Campo,Granada,Cuevas del Campo
Cúllar,Granada,Cúllar
Cúllar Vega,Granada,Cúllar Vega
Darro,Granada,Darro
Dehesas de Guadix,Granada,Dehesas de Guadix
Dehesas Viejas,Granada,Dehesas Viejas
Deifontes,Granada,Deifontes
Diezma,Granada,Diezma
Dílar,Granada,Dílar
Dólar,Granada,Dólar
Domingo Pérez de Granada,Granada,Domingo Pérez de Granada
Dúdar,Granada,Dúdar
Dúrcal,Granada,Dúrcal
Escúzar,Granada,Escúzar
Ferreira,Granada,Ferreira
Fonelas,Granada,Fonelas
Fornes,Granada,Fornes
Freila,Granada,Freila
Fuente Vaqueros,Granada,Fuente Vaqueros
Gabias (Las),Granada,Las Gabias
Galera,Granada,Galera
Gobernador,Granada,Gobernador
Gójar,Granada,Gójar
Gor,Granada,Gor
Gorafe,Granada,Gorafe
Granada,Granada,Granada
Guadahortuna,Granada,Guadahortuna
Guadix,Granada,Guadix
Guájares (Los),Granada,Los Guájares
Gualchos,Granada,Gualchos
Güéjar Sierra,Granada,Güéjar Sierra
Güevéjar,Granada,Güevéjar
Huélago,Granada,Huélago
Huéneja,Granada,Huéneja
Huéscar,Granada,Huéscar
Huétor de Santillán,Granada,Huétor de Santillán
Huétor Tájar,Granada,Huétor Tájar
Huétor Vega,Granada,Huétor Vega
Íllora,Granada,Íllora
Ítrabo,Granada,Ítrabo
Iznalloz,Granada,Iznalloz
Játar,Granada,Játar
Jayena,Granada,Jayena
Jérez del Marquesado,Granada,Jérez del Marquesado
Jete,Granada,Jete
Jun,Granada,Jun
Juviles,Granada,Juviles
Láchar,Granada,Láchar
Lanjarón,Granada,Lanjarón
Lanteira,Granada,Lanteira
Lecrín,Granada,Lecrín
Lentegí,Granada,Lentegí
Lobras,Granada,Lobras
Loja,Granada,Loja
Lugros,Granada,Lugros
Lújar,Granada,Lújar
Malahá (La),Granada,La Malahá
Maracena,Granada,Maracena
Marchal,Granada,Marchal
Moclín,Granada,Moclín
Molvízar,Granada,Molvízar
Monachil,Granada,Monachil
Montefrío,Granada,Montefrío
Montejícar,Granada,Montejícar
Montillana,Granada,Montillana
Moraleda de Zafayona,Granada,Moraleda de Zafayona
Morelábor,Granada,Morelábor
Motril,Granada,Motril
Murtas,Granada,Murtas
Nevada,Granada,Nevada
Nigüelas,Granada,Nigüelas
Nívar,Granada,Nívar
Ogíjares,Granada,Ogíjares
Orce,Granada,Orce
Órgiva,Granada,Órgiva
Otívar,Granada,Otívar
Padul,Granada,Padul
Pampaneira,Granada,Pampaneira
Pedro Martínez,Granada,Pedro Martínez
Peligros,Granada,Peligros
Peza (La),Granada,La Peza
Pinar (El),Granada,El Pinar
Pinos Genil,Granada,Pinos Genil
Pinos Puente,Granada,Pinos Puente
Píñar,Granada,Píñar
Polícar,Granada,Polícar
Polopos,Granada,Polopos
Pórtugos,Granada,Pórtugos
Puebla de Don Fadrique,Granada,Puebla de Don Fadrique
Pulianas,Granada,Pulianas
Purullena,Granada,Purullena
Quéntar,Granada,Quéntar
Rubite,Granada,Rubite
Salar,Granada,Salar
Salobreña,Granada,Salobreña
Santa Cruz del Comercio,Granada,Santa Cruz del Comercio
Santa Fe,Granada,Santa Fe
Soportújar,Granada,Soportújar
Sorvilán,Granada,Sorvilán
Taha (La),Granada,La Taha
Torre-Cardela,Granada,Torre-Cardela
Torrenueva Costa,Granada,Torrenueva Costa
Torvizcón,Granada,Torvizcón
Trevélez,Granada,Trevélez
Turón,Granada,Turón
Ugíjar,Granada,Ugíjar
Valderrubio,Granada,Valderrubio
Valle del Zalabí,Granada,Valle del Zalabí
Valle (El),Granada,El Valle
Válor,Granada,Válor
Vegas del Genil,Granada,Vegas del Genil
Vélez de Benaudalla,Granada,Vélez de Benaudalla
Ventas de Huelma,Granada,Ventas de Huelma
Villa de Otura,Granada,Villa de Otura
