municipio,provincia,municipio_nombre_humano,codigo_INE
Tejadillos,Cuenca,Tejadillos,16205
Tejado,Soria,Tejado,42183
Tejado (El),Salamanca,El Tejado,37319
Tejeda,Las Palmas,Tejeda,35025
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,10181
Tejeda y Segoyuela,Salamanca,Tejeda y Segoyuela,37320
Telde,Las Palmas,Telde,35026
Tella-Sin,Huesca,Tella-Sin,22227
Tembleque,Toledo,Tembleque,45166
Tendilla,Guadalajara,Tendilla,19266
Tenebrón,Salamanca,Tenebrón,37321
Teo,A Coruña,Teo,15082
Teresa,Castellón,Teresa,12110
Teresa de Cofrentes,Valencia,Teresa de Cofrentes,46239
Térmens,Lleida,Térmens,25220
Teror,Las Palmas,Teror,35027
Terque,Almería,Terque,4091
Terrades,Girona,Terrades,17196
Terradillos,Salamanca,Terradillos,37322
Terradillos de Esgueva,Burgos,Terradillos de Esgueva,9380
Terrassa,Barcelona,Terrassa,8279
Terrateig,Valencia,Terrateig,46240
Terrer,Zaragoza,Terrer,50253
Terriente,Teruel,Terriente,44215
Terrinches,Ciudad Real,Terrinches,13081
Terroba,La Rioja,Terroba,26147
Teruel,Teruel,Teruel,44216
Terzaga,Guadalajara,Terzaga,19267
Teulada,Alicante,Teulada,3128
Teverga,Asturias,Teverga,33072
Tiana,Barcelona,Tiana,8282
Tías,Las Palmas,Tías,35028
Tibi,Alicante,Tibi,3129
Tiebas-Muruarte de Reta,Navarra,Tiebas-Muruarte de Reta,31228
Tiedra,Valladolid,Tiedra,47163
Tielmes,Madrid,Tielmes,28146
Tiemblo (El),Ávila,El Tiemblo,5241
Tierga,Zaragoza,Tierga,50254
Tierz,Huesca,Tierz,22228
Tierzo,Guadalajara,Tierzo,19268
Tiétar,Cáceres,Tiétar,10904
Tijarafe,Santa Cruz de Tenerife,Tijarafe,38047
Tíjola,Almería,Tíjola,4092
Tinajas,Cuenca,Tinajas,16206
Tinajo,Las Palmas,Tinajo,35029
Tineo,Asturias,Tineo,33073
Tinieblas de la Sierra,Burgos,Tinieblas de la Sierra,9381
Tiñosillos,Ávila,Tiñosillos,5242
Tirapu,Navarra,Tirapu,31229
Tirgo,La Rioja,Tirgo,26148
Tírig,Castellón,Tírig,12111
Tírvia,Lleida,Tírvia,25221
Titaguas,Valencia,Titaguas,46241
Titulcia,Madrid,Titulcia,28147
Tiurana,Lleida,Tiurana,25222
Tivenys,Tarragona,Tivenys,43149
Tivissa,Tarragona,Tivissa,43150
Toba (La),Guadalajara,La Toba,19269
Tobar,Burgos,Tobar,9382
Tobarra,Albacete,Tobarra,2074
Tobed,Zaragoza,Tobed,50255
Tobía,La Rioja,Tobía,26149
Toboso (El),Toledo,El Toboso,45167
Tocina,Sevilla,Tocina,41092
Todolella,Castellón,Todolella,12112
Toén,Ourense,Toén,32081
Toga,Castellón,Toga,12113
Tojos (Los),Cantabria,Los Tojos,39086
Tolbaños,Ávila,Tolbaños,5243
Toledo,Toledo,Toledo,45168
Tollos,Alicante,Tollos,3130
Tolocirio,Segovia,Tolocirio,40201
Tolosa,Gipuzkoa,Tolosa,20071
Tolox,Málaga,Tolox,29090
Tolva,Huesca,Tolva,22229
Tomares,Sevilla,Tomares,41093
Tomelloso,Ciudad Real,Tomelloso,13082
Tomiño,Pontevedra,Tomiño,36054
Tona,Barcelona,Tona,8283
Topas,Salamanca,Topas,37323
Toques,A Coruña,Toques,15083
Torà,Lleida,Torà,25223
Toral de los Guzmanes,León,Toral de los Guzmanes,24168
Toral de los Vados,León,Toral de los Vados,24206
Torás,Castellón,Torás,12114
Tordehumos,Valladolid,Tordehumos,47164
Tordellego,Guadalajara,Tordellego,19271
Tordelrábano,Guadalajara,Tordelrábano,19270
Tordera,Barcelona,Tordera,8284
Tordesillas,Valladolid,Tordesillas,47165
Tordesilos,Guadalajara,Tordesilos,19272
Tordillos,Salamanca,Tordillos,37324
Tordoia,A Coruña,Tordoia,15084
Tordómar,Burgos,Tordómar,9384
Torelló,Barcelona,Torelló,8285
Toreno,León,Toreno,24169
Torija,Guadalajara,Torija,19274
Toril,Cáceres,Toril,10182
Toril y Masegoso,Teruel,Toril y Masegoso,44217
Torla-Ordesa,Huesca,Torla-Ordesa,22230
Torlengua,Soria,Torlengua,42184
Tormantos,La Rioja,Tormantos,26150
Tormellas,Ávila,Tormellas,5244
Tormón,Teruel,Tormón,44218
Tormos,Alicante,Tormos,3131
Torms (Els),Lleida,Els Torms,25224
Tornabous,Lleida,Tornabous,25225
Tornadizo (El),Salamanca,El Tornadizo,37325
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,5245
Tornavacas,Cáceres,Tornavacas,10183
Torno (El),Cáceres,El Torno,10184
Tornos,Teruel,Tornos,44219
Toro,Zamora,Toro,49219
Toro (El),Castellón,El Toro,12115
Torquemada,Palencia,Torquemada,34182
Torralba,Cuenca,Torralba,16209
Torralba de Aragón,Huesca,Torralba de Aragón,22232
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,13083
Torralba de los Frailes,Zaragoza,Torralba de los Frailes,50256
Torralba de los Sisones,Teruel,Torralba de los Sisones,44220
Torralba de Oropesa,Toledo,Torralba de Oropesa,45169
Torralba de Ribota,Zaragoza,Torralba de Ribota,50257
Torralba del Pinar,Castellón,Torralba del Pinar,12116
Torralba del Río,Navarra,Torralba del Río,31230
Torralbilla,Zaragoza,Torralbilla,50258
Torre (La),Ávila,La Torre,5247
Torre Alháquime,Cádiz,Torre Alháquime,11036
Torre d'En Besora (la),Castellón,la Torre d'En Besora,12119
Torre d'en Doménec (la),Castellón,la Torre d'en Doménec,12120
Torre de Arcas,Teruel,Torre de Arcas,44223
Torre de Cabdella (La),Lleida,La Torre de Cabdella,25227
Torre de Claramunt (La),Barcelona,La Torre de Claramunt,8286
Torre de Don Miguel,Cáceres,Torre de Don Miguel,10187
Torre de Esgueva,Valladolid,Torre de Esgueva,47169
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán,45171
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,43151
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,13084
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol,43152
Torre de las Arcas,Teruel,Torre de las Arcas,44224
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,6131
Torre de Peñafiel,Valladolid,Torre de Peñafiel,47170
Torre de Santa María,Cáceres,Torre de Santa María,10188
Torre del Bierzo,León,Torre del Bierzo,24170
Torre del Burgo,Guadalajara,Torre del Burgo,19279
Torre del Compte,Teruel,Torre del Compte,44225
Torre del Valle (La),Zamora,La Torre del Valle,49220
Torre en Cameros,La Rioja,Torre en Cameros,26153
Torre la Ribera,Huesca,Torre la Ribera,22233
Torre los Negros,Teruel,Torre los Negros,44227
Torre Val de San Pedro,Segovia,Torre Val de San Pedro,40206
Torre-Cardela,Granada,Torre-Cardela,18178
Torre-Pacheco,Murcia,Torre-Pacheco,30037
Torre-serona,Lleida,Torre-serona,25233
Torreadrada,Segovia,Torreadrada,40202
Torrebaja,Valencia,Torrebaja,46242
Torrebesses,Lleida,Torrebesses,25226
Torreblacos,Soria,Torreblacos,42185
Torreblanca,Castellón,Torreblanca,12117
Torreblascopedro,Jaén,Torreblascopedro,23085
Torrecaballeros,Segovia,Torrecaballeros,40203
Torrecampo,Córdoba,Torrecampo,14062
Torrechiva,Castellón,Torrechiva,12118
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,44221
Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa,47166
Torrecilla de la Jara,Toledo,Torrecilla de la Jara,45170
Torrecilla de la Orden,Valladolid,Torrecilla de la Orden,47167
Torrecilla de la Torre,Valladolid,Torrecilla de la Torre,47168
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,10185
Torrecilla del Monte,Burgos,Torrecilla del Monte,9386
Torrecilla del Pinar,Segovia,Torrecilla del Pinar,40204
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar,44222
Torrecilla en Cameros,La Rioja,Torrecilla en Cameros,26151
Torrecilla sobre Alesanco,La Rioja,Torrecilla sobre Alesanco,26152
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,10186
Torrecuadrada de Molina,Guadalajara,Torrecuadrada de Molina,19277
Torrecuadradilla,Guadalajara,Torrecuadradilla,19278
Torredelcampo,Jaén,Torredelcampo,23086
Torredembarra,Tarragona,Torredembarra,43153
Torredonjimeno,Jaén,Torredonjimeno,23087
Torrefarrera,Lleida,Torrefarrera,25228
Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs,25907
Torregalindo,Burgos,Torregalindo,9387
Torregamones,Zamora,Torregamones,49221
Torregrossa,Lleida,Torregrossa,25230
Torrehermosa,Zaragoza,Torrehermosa,50259
Torreiglesias,Segovia,Torreiglesias,40205
Torrejón de Ardoz,Madrid,Torrejón de Ardoz,28148
Torrejón de la Calzada,Madrid,Torrejón de la Calzada,28149
Torrejón de Velasco,Madrid,Torrejón de Velasco,28150
Torrejón del Rey,Guadalajara,Torrejón del Rey,19280
Torrejón el Rubio,Cáceres,Torrejón el Rubio,10190
Torrejoncillo,Cáceres,Torrejoncillo,10189
Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey,16211
Torrelacárcel,Teruel,Torrelacárcel,44226
Torrelaguna,Madrid,Torrelaguna,28151
Torrelameu,Lleida,Torrelameu,25231
Torrelapaja,Zaragoza,Torrelapaja,50260
Torrelara,Burgos,Torrelara,9388
Torrelavega,Cantabria,Torrelavega,39087
Torrelavit,Barcelona,Torrelavit,8287
Torrella,Valencia,Torrella,46243
Torrellas,Zaragoza,Torrellas,50261
Torrelles de Foix,Barcelona,Torrelles de Foix,8288
Torrelles de Llobregat,Barcelona,Torrelles de Llobregat,8289
Torrelobatón,Valladolid,Torrelobatón,47171
Torrelodones,Madrid,Torrelodones,28152
Torremanzanas/Torre de les Maçanes (la),Alicante,La Torremanzanas/Torre de les Maçanes,3132
Torremayor,Badajoz,Torremayor,6132
Torremejía,Badajoz,Torremejía,6133
Torremenga,Cáceres,Torremenga,10191
Torremocha,Cáceres,Torremocha,10192
Torremocha de Jadraque,Guadalajara,Torremocha de Jadraque,19281
Torremocha de Jarama,Madrid,Torremocha de Jarama,28153
Torremocha de Jiloca,Teruel,Torremocha de Jiloca,44228
Torremocha del Campo,Guadalajara,Torremocha del Campo,19282
Torremocha del Pinar,Guadalajara,Torremocha del Pinar,19283
Torremochuela,Guadalajara,Torremochuela,19284
Torremolinos,Málaga,Torremolinos,29901
Torremontalbo,La Rioja,Torremontalbo,26154
Torremormojón,Palencia,Torremormojón,34184
Torrent,Girona,Torrent,17197
Torrent,Valencia,Torrent,46244
Torrente de Cinca,Huesca,Torrente de Cinca,22234
Torrenueva,Ciudad Real,Torrenueva,13085
Torrenueva Costa,Granada,Torrenueva Costa,18916
Torreorgaz,Cáceres,Torreorgaz,10193
Torrepadre,Burgos,Torrepadre,9389
Torreperogil,Jaén,Torreperogil,23088
Torrequemada,Cáceres,Torrequemada,10194
Torres,Jaén,Torres,23090
Torres de Albánchez,Jaén,Torres de Albánchez,23091
Torres de Albarracín,Teruel,Torres de Albarracín,44229
Torres de Alcanadre,Huesca,Torres de Alcanadre,22235
Torres de Barbués,Huesca,Torres de Barbués,22236
Torres de Berrellén,Zaragoza,Torres de Berrellén,50262
Torres de Cotillas (Las),Murcia,Las Torres de Cotillas,30038
Torres de la Alameda,Madrid,Torres de la Alameda,28154
Torres de Segre,Lleida,Torres de Segre,25232
Torres del Carrizal,Zamora,Torres del Carrizal,49222
Torres del Río,Navarra,Torres del Río,31231
Torres Torres,Valencia,Torres Torres,46245
Torresandino,Burgos,Torresandino,9390
Torrescárcela,Valladolid,Torrescárcela,47172
Torresmenudas,Salamanca,Torresmenudas,37327
Torrevelilla,Teruel,Torrevelilla,44230
Torrevieja,Alicante,Torrevieja,3133
Torrico,Toledo,Torrico,45172
Torrijas,Teruel,Torrijas,44231
Torrijo de la Cañada,Zaragoza,Torrijo de la Cañada,50263
Torrijo del Campo,Teruel,Torrijo del Campo,44232
Torrijos,Toledo,Torrijos,45173
Torroella de Fluvià,Girona,Torroella de Fluvià,17198
Torroella de Montgrí,Girona,Torroella de Montgrí,17199
Torroja del Priorat,Tarragona,Torroja del Priorat,43154
Torrox,Málaga,Torrox,29091
Torrubia,Guadalajara,Torrubia,19285
Torrubia de Soria,Soria,Torrubia de Soria,42187
Torrubia del Campo,Cuenca,Torrubia del Campo,16212
Torrubia del Castillo,Cuenca,Torrubia del Castillo,16213
Tortellà,Girona,Tortellà,17200
Tórtola de Henares,Guadalajara,Tórtola de Henares,19286
Tórtoles,Ávila,Tórtoles,5246
Tórtoles de Esgueva,Burgos,Tórtoles de Esgueva,9391
Tortosa,Tarragona,Tortosa,43155
Tortuera,Guadalajara,Tortuera,19287
Tortuero,Guadalajara,Tortuero,19288
Torvizcón,Granada,Torvizcón,18179
Tosantos,Burgos,Tosantos,9392
Toses,Girona,Toses,17201
Tosos,Zaragoza,Tosos,50264
Tossa de Mar,Girona,Tossa de Mar,17202
Totalán,Málaga,Totalán,29092
Totana,Murcia,Totana,30039
Totanés,Toledo,Totanés,45174
Touro,A Coruña,Touro,15085
Tous,Valencia,Tous,46246
Trabada,Lugo,Trabada,27061
Trabadelo,León,Trabadelo,24171
Trabanca,Salamanca,Trabanca,37328
Trabazos,Zamora,Trabazos,49223
Tragacete,Cuenca,Tragacete,16215
Traíd,Guadalajara,Traíd,19289
Traiguera,Castellón,Traiguera,12121
Tramacastiel,Teruel,Tramacastiel,44234
Tramacastilla,Teruel,Tramacastilla,44235
Tramaced,Huesca,Tramaced,22239
Trasierra,Badajoz,Trasierra,6134
Trasmiras,Ourense,Trasmiras,32082
Trasmoz,Zaragoza,Trasmoz,50265
Trasobares,Zaragoza,Trasobares,50266
Traspinedo,Valladolid,Traspinedo,47173
Trazo,A Coruña,Trazo,15086
Trebujena,Cádiz,Trebujena,11037
Trefacio,Zamora,Trefacio,49224
Tremedal de Tormes,Salamanca,Tremedal de Tormes,37329
Tremp,Lleida,Tremp,25234
Tres Cantos,Madrid,Tres Cantos,28903
Tres Villas (Las),Almería,Las Tres Villas,4901
Trescasas,Segovia,Trescasas,40207
Tresjuncos,Cuenca,Tresjuncos,16216
Trespaderne,Burgos,Trespaderne,9394
Tresviso,Cantabria,Tresviso,39088
Trévago,Soria,Trévago,42188
Trevélez,Granada,Trevélez,18180
Treviana,La Rioja,Treviana,26155
Triacastela,Lugo,Triacastela,27062
Tribaldos,Cuenca,Tribaldos,16217
Tricio,La Rioja,Tricio,26157
Trigueros,Huelva,Trigueros,21070
Trigueros del Valle,Valladolid,Trigueros del Valle,47174
Trijueque,Guadalajara,Trijueque,19290
Trillo,Guadalajara,Trillo,19291
Triollo,Palencia,Triollo,34185
Tronchón,Teruel,Tronchón,44236
Truchas,León,Truchas,24172
Trucios-Turtzioz,Bizkaia,Trucios-Turtzioz,48087
Trujillanos,Badajoz,Trujillanos,6135
Trujillo,Cáceres,Trujillo,10195
Tubilla del Agua,Burgos,Tubilla del Agua,9395
Tubilla del Lago,Burgos,Tubilla del Lago,9396
Tudanca,Cantabria,Tudanca,39089
Tudela,Navarra,Tudela,31232
Tudela de Duero,Valladolid,Tudela de Duero,47175
Tudelilla,La Rioja,Tudelilla,26158
Tuéjar,Valencia,Tuéjar,46247
Tui,Pontevedra,Tui,36055
Tuineje,Las Palmas,Tuineje,35030
Tulebras,Navarra,Tulebras,31233
Turcia,León,Turcia,24173
Turégano,Segovia,Turégano,40208
Turís,Valencia,Turís,46248
Turleque,Toledo,Turleque,45175
Turón,Granada,Turón,18181
Turre,Almería,Turre,4093
Turrillas,Almería,Turrillas,4094
Úbeda,Jaén,Úbeda,23092
Ubide,Bizkaia,Ubide,48088
Ubrique,Cádiz,Ubrique,11038
Ucar,Navarra,Ucar,31234
Uceda,Guadalajara,Uceda,19293
Ucero,Soria,Ucero,42189
Uclés,Cuenca,Uclés,16218
Udías,Cantabria,Udías,39090
Ugao-Miraballes,Bizkaia,Ugao-Miraballes,48065
Ugena,Toledo,Ugena,45176
Ugíjar,Granada,Ugíjar,18182
Uharte Arakil,Navarra,Uharte Arakil,31123
Ujados,Guadalajara,Ujados,19294
Ujué/Uxue,Navarra,Ujué/Uxue,31235
Ulea,Murcia,Ulea,30040
Uleila del Campo,Almería,Uleila del Campo,4095
Ullà,Girona,Ullà,17204
Ullastrell,Barcelona,Ullastrell,8290
Ullastret,Girona,Ullastret,17205
Ulldecona,Tarragona,Ulldecona,43156
Ulldemolins,Tarragona,Ulldemolins,43157
Ultramort,Girona,Ultramort,17203
Ultzama,Navarra,Ultzama,31236
Umbrete,Sevilla,Umbrete,41094
Umbrías,Ávila,Umbrías,5249
Uncastillo,Zaragoza,Uncastillo,50267
Unciti,Navarra,Unciti,31237
Undués de Lerda,Zaragoza,Undués de Lerda,50268
Unión (La),Murcia,La Unión,30041
Unión de Campos (La),Valladolid,La Unión de Campos,47176
Unzué/Untzue,Navarra,Unzué/Untzue,31238
Uña,Cuenca,Uña,16219
Uña de Quintana,Zamora,Uña de Quintana,49225
Úrbel del Castillo,Burgos,Úrbel del Castillo,9398
Urda,Toledo,Urda,45177
Urdazubi/Urdax,Navarra,Urdazubi/Urdax,31239
Urdiain,Navarra,Urdiain,31240
Urdiales del Páramo,León,Urdiales del Páramo,24174
Urduliz,Bizkaia,Urduliz,48089
Urduña/Orduña,Bizkaia,Urduña/Orduña,48074
Urkabustaiz,Álava,Urkabustaiz,1054
Urnieta,Gipuzkoa,Urnieta,20072
Urones de Castroponce,Valladolid,Urones de Castroponce,47177
Urrácal,Almería,Urrácal,4096
Urraul Alto,Navarra,Urraul Alto,31241
Urraul Bajo,Navarra,Urraul Bajo,31242
Urrea de Gaén,Teruel,Urrea de Gaén,44237
Urrea de Jalón,Zaragoza,Urrea de Jalón,50269
Urretxu,Gipuzkoa,Urretxu,20077
Urriés,Zaragoza,Urriés,50270
Urroz,Navarra,Urroz,31244
Urroz-Villa,Navarra,Urroz-Villa,31243
Urueña,Valladolid,Urueña,47178
Urueñas,Segovia,Urueñas,40210
Uruñuela,La Rioja,Uruñuela,26160
Urús,Girona,Urús,17206
Urzainqui/Urzainki,Navarra,Urzainqui/Urzainki,31245
Usagre,Badajoz,Usagre,6136
Used,Zaragoza,Used,50271
Useras/Useres (les),Castellón,Les Useras/Useres,12122
Usurbil,Gipuzkoa,Usurbil,20073
Utande,Guadalajara,Utande,19296
Utebo,Zaragoza,Utebo,50272
Uterga,Navarra,Uterga,31246
Utiel,Valencia,Utiel,46249
Utrera,Sevilla,Utrera,41095
Utrillas,Teruel,Utrillas,44238
Uztárroz/Uztarroze,Navarra,Uztárroz/Uztarroze,31247
Vacarisses,Barcelona,Vacarisses,8291
Vadillo,Soria,Vadillo,42190
Vadillo de la Guareña,Zamora,Vadillo de la Guareña,49226
Vadillo de la Sierra,Ávila,Vadillo de la Sierra,5251
Vadocondes,Burgos,Vadocondes,9400
Vajol (La),Girona,La Vajol,17014
Val de San Lorenzo,León,Val de San Lorenzo,24185
Val de San Martín,Zaragoza,Val de San Martín,50274
Val de San Vicente,Cantabria,Val de San Vicente,39095
Val do Dubra,A Coruña,Val do Dubra,15088
Valacloche,Teruel,Valacloche,44239
Valadouro (O),Lugo,O Valadouro,27063
Valbona,Teruel,Valbona,44240
Valbuena de Duero,Valladolid,Valbuena de Duero,47179
Valbuena de Pisuerga,Palencia,Valbuena de Pisuerga,34186
Valcabado,Zamora,Valcabado,49227
Valdáliga,Cantabria,Valdáliga,39091
Valdaracete,Madrid,Valdaracete,28155
Valdarachas,Guadalajara,Valdarachas,19297
Valdastillas,Cáceres,Valdastillas,10196
Valde-Ucieza,Palencia,Valde-Ucieza,34192
Valdealgorfa,Teruel,Valdealgorfa,44241
Valdeande,Burgos,Valdeande,9403
Valdearcos de la Vega,Valladolid,Valdearcos de la Vega,47180
Valdearenas,Guadalajara,Valdearenas,19298
Valdeavellano,Guadalajara,Valdeavellano,19299
Valdeavellano de Tera,Soria,Valdeavellano de Tera,42191
Valdeavero,Madrid,Valdeavero,28156
Valdeaveruelo,Guadalajara,Valdeaveruelo,19300
Valdecaballeros,Badajoz,Valdecaballeros,6137
Valdecañas de Tajo,Cáceres,Valdecañas de Tajo,10197
Valdecarros,Salamanca,Valdecarros,37330
Valdecasa,Ávila,Valdecasa,5252
Valdecolmenas (Los),Cuenca,Los Valdecolmenas,16906
Valdeconcha,Guadalajara,Valdeconcha,19301
Valdecuenca,Teruel,Valdecuenca,44243
Valdefinjas,Zamora,Valdefinjas,49228
Valdefresno,León,Valdefresno,24175
Valdefuentes,Cáceres,Valdefuentes,10198
Valdefuentes de Sangusín,Salamanca,Valdefuentes de Sangusín,37331
Valdefuentes del Páramo,León,Valdefuentes del Páramo,24176
Valdeganga,Albacete,Valdeganga,2075
Valdegeña,Soria,Valdegeña,42192
Valdegovía/Gaubea,Álava,Valdegovía/Gaubea,1055
Valdegrudas,Guadalajara,Valdegrudas,19302
Valdehijaderos,Salamanca,Valdehijaderos,37332
Valdehorna,Zaragoza,Valdehorna,50273
Valdehúncar,Cáceres,Valdehúncar,10199
Valdelacalzada,Badajoz,Valdelacalzada,6901
Valdelacasa,Salamanca,Valdelacasa,37333
Valdelacasa de Tajo,Cáceres,Valdelacasa de Tajo,10200
Valdelageve,Salamanca,Valdelageve,37334
Valdelagua del Cerro,Soria,Valdelagua del Cerro,42193
Valdelaguna,Madrid,Valdelaguna,28157
Valdelarco,Huelva,Valdelarco,21071
Valdelcubo,Guadalajara,Valdelcubo,19303
Valdelinares,Teruel,Valdelinares,44244
Valdelosa,Salamanca,Valdelosa,37335
Valdeltormo,Teruel,Valdeltormo,44245
Valdelugueros,León,Valdelugueros,24177
Valdemadera,La Rioja,Valdemadera,26161
Valdemaluque,Soria,Valdemaluque,42194
Valdemanco,Madrid,Valdemanco,28158
Valdemanco del Esteras,Ciudad Real,Valdemanco del Esteras,13086
Valdemaqueda,Madrid,Valdemaqueda,28159
Valdemeca,Cuenca,Valdemeca,16224
Valdemierque,Salamanca,Valdemierque,37336
Valdemora,León,Valdemora,24178
Valdemorales,Cáceres,Valdemorales,10201
Valdemorillo,Madrid,Valdemorillo,28160
Valdemorillo de la Sierra,Cuenca,Valdemorillo de la Sierra,16225
Valdemoro,Madrid,Valdemoro,28161
Valdemoro-Sierra,Cuenca,Valdemoro-Sierra,16227
Valdenebro,Soria,Valdenebro,42195
Valdenebro de los Valles,Valladolid,Valdenebro de los Valles,47181
Valdenuño Fernández,Guadalajara,Valdenuño Fernández,19304
Valdeobispo,Cáceres,Valdeobispo,10202
Valdeolea,Cantabria,Valdeolea,39092
Valdeolivas,Cuenca,Valdeolivas,16228
Valdeolmillos,Palencia,Valdeolmillos,34189
Valdeolmos-Alalpardo,Madrid,Valdeolmos-Alalpardo,28162
Valdepeñas,Ciudad Real,Valdepeñas,13087
Valdepeñas de Jaén,Jaén,Valdepeñas de Jaén,23093
Valdepeñas de la Sierra,Guadalajara,Valdepeñas de la Sierra,19305
Valdepiélago,León,Valdepiélago,24179
Valdepiélagos,Madrid,Valdepiélagos,28163
Valdepolo,León,Valdepolo,24180
Valdeprado,Soria,Valdeprado,42196
Valdeprado del Río,Cantabria,Valdeprado del Río,39093
Valdeprados,Segovia,Valdeprados,40211
Valderas,León,Valderas,24181
Valderrábano,Palencia,Valderrábano,34190
Valderrebollo,Guadalajara,Valderrebollo,19306
Valderredible,Cantabria,Valderredible,39094
Valderrey,León,Valderrey,24182
Valderrobres,Teruel,Valderrobres,44246
Valderrodilla,Soria,Valderrodilla,42197
Valderrodrigo,Salamanca,Valderrodrigo,37337
Valderrubio,Granada,Valderrubio,18914
Valderrueda,León,Valderrueda,24183
Valdés,Asturias,Valdés,33034
Valdesamario,León,Valdesamario,24184
Valdescorriel,Zamora,Valdescorriel,49229
Valdesotos,Guadalajara,Valdesotos,19307
Valdestillas,Valladolid,Valdestillas,47182
Valdetorres,Badajoz,Valdetorres,6138
Valdetorres de Jarama,Madrid,Valdetorres de Jarama,28164
Valdetórtola,Cuenca,Valdetórtola,16902
Valdevacas de Montejo,Segovia,Valdevacas de Montejo,40212
Valdevacas y Guijar,Segovia,Valdevacas y Guijar,40213
Valdeverdeja,Toledo,Valdeverdeja,45179
Valdevimbre,León,Valdevimbre,24187
Valdezate,Burgos,Valdezate,9405
