municipio,provincia,municipio_nombre_humano,codigo_ine,linea_costa_provincia,linea_montana_provincia
Santos de la Humosa (Los),Madrid,Los Santos de la Humosa,28137,3,2
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,06122,3,0
Santovenia,Zamora,Santovenia,49207,3,2
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,24162,2,1
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga,47155,3,0
Santoyo,Palencia,Santoyo,34174,2,2
Santpedor,Barcelona,Santpedor,08192,1,2
Santurde de Rioja,La Rioja,Santurde de Rioja,26140,2,2
Santurdejo,La Rioja,Santurdejo,26141,2,2
Santurtzi,Bizkaia,Santurtzi,48082,1,2
Sanxenxo,Pontevedra,Sanxenxo,36051,1,3
Sanzoles,Zamora,Sanzoles,49210,3,2
Sardón de Duero,Valladolid,Sardón de Duero,47157,3,0
Sardón de los Frailes,Salamanca,Sardón de los Frailes,37301,0,2
Sargentes de la Lora,Burgos,Sargentes de la Lora,09361,2,2
Sariego,Asturias,Sariego,33065,1,1
Sariegos,León,Sariegos,24163,2,1
Sariñena,Huesca,Sariñena,22213,2,1
Saro,Cantabria,Saro,39081,1,1
Sarracín,Burgos,Sarracín,09362,2,2
Sarral,Tarragona,Sarral,43142,1,2
Sarreaus,Ourense,Sarreaus,32078,2,2
Sarria,Lugo,Sarria,27057,1,2
Sarrià de Ter,Girona,Sarrià de Ter,17186,1,1
Sarriés/Sartze,Navarra,Sarriés/Sartze,31222,2,2
Sarrión,Teruel,Sarrión,44210,2,1
Sarroca de Bellera,Lleida,Sarroca de Bellera,25201,2,1
Sarroca de Lleida,Lleida,Sarroca de Lleida,25200,2,1
Sartaguda,Navarra,Sartaguda,31223,2,2
Sartajada,Toledo,Sartajada,45159,0,2
Sasamón,Burgos,Sasamón,09363,2,2
Sástago,Zaragoza,Sástago,50240,2,1
Saúca,Guadalajara,Saúca,19251,0,1
Saucedilla,Cáceres,Saucedilla,10173,0,3
Saucejo (El),Sevilla,El Saucejo,41090,2,0
Saucelle,Salamanca,Saucelle,37302,0,2
Sauquillo de Cabezas,Segovia,Sauquillo de Cabezas,40192,3,1
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies,17187,1,1
Sauzal (El),Santa Cruz de Tenerife,El Sauzal,38041,1,2
Savallà del Comtat,Tarragona,Savallà del Comtat,43143,1,2
Saviñao (O),Lugo,O Saviñao,27058,1,2
Sax,Alicante,Sax,03123,1,3
Sayalonga,Málaga,Sayalonga,29086,1,2
Sayatón,Guadalajara,Sayatón,19252,0,1
Sebúlcor,Segovia,Sebúlcor,40193,3,1
Seca (La),Valladolid,La Seca,47158,3,0
Secastilla,Huesca,Secastilla,22214,2,1
Secuita (La),Tarragona,La Secuita,43144,1,2
Sedaví,Valencia,Sedaví,46223,1,0
Sedella,Málaga,Sedella,29087,1,2
Sediles,Zaragoza,Sediles,50242,2,1
Segart,Valencia,Segart,46224,1,0
Segorbe,Castellón,Segorbe,12104,1,2
Segovia,Segovia,Segovia,40194,3,1
Segura,Gipuzkoa,Segura,20070,1,2
Segura de la Sierra,Jaén,Segura de la Sierra,23081,2,2
Segura de León,Badajoz,Segura de León,06124,3,0
Segura de los Baños,Teruel,Segura de los Baños,44211,2,1
Segura de Toro,Cáceres,Segura de Toro,10174,0,3
Segurilla,Toledo,Segurilla,45160,0,2
Seira,Huesca,Seira,22215,2,1
Selas,Guadalajara,Selas,19254,0,1
Selaya,Cantabria,Selaya,39082,1,1
Sella,Alicante,Sella,03124,1,3
Sellent,Valencia,Sellent,46225,1,0
Selva,Illes Balears,Selva,07058,1,2
Selva de Mar (La),Girona,La Selva de Mar,17188,1,1
Selva del Camp (La),Tarragona,La Selva del Camp,43145,1,2
Semillas,Guadalajara,Semillas,19901,0,1
Sempere,Valencia,Sempere,46226,1,0
Sena,Huesca,Sena,22217,2,1
Sena de Luna,León,Sena de Luna,24164,2,1
Senan,Tarragona,Senan,43146,1,2
Sencelles,Illes Balears,Sencelles,07047,1,2
Senés,Almería,Senés,04082,1,2
Senés de Alcubierre,Huesca,Senés de Alcubierre,22218,2,1
Sénia (La),Tarragona,La Sénia,43044,1,2
Senija,Alicante,Senija,03125,1,3
Seno,Teruel,Seno,44212,2,1
Senterada,Lleida,Senterada,25202,2,1
Sentiu de Sió (La),Lleida,La Sentiu de Sió,25035,2,1
Sentmenat,Barcelona,Sentmenat,08267,1,2
Senyera,Valencia,Senyera,46227,1,0
Sepulcro-Hilario,Salamanca,Sepulcro-Hilario,37304,0,2
Sepúlveda,Segovia,Sepúlveda,40195,3,1
Sequera de Fresno,Segovia,Sequera de Fresno,40196,3,1
Sequera de Haza (La),Burgos,La Sequera de Haza,09365,2,2
Sequeros,Salamanca,Sequeros,37305,0,2
Serinyà,Girona,Serinyà,17190,1,1
Serna (La),Palencia,La Serna,34175,2,2
Serna del Monte (La),Madrid,La Serna del Monte,28138,3,2
Serón,Almería,Serón,04083,1,2
Serón de Nágima,Soria,Serón de Nágima,42171,3,1
Seròs,Lleida,Seròs,25204,2,1
Serra,Valencia,Serra,46228,1,0
Serra de Daró,Girona,Serra de Daró,17191,1,1
Serrada,Valladolid,Serrada,47159,3,0
Serrada (La),Ávila,La Serrada,05232,0,1
Serradilla,Cáceres,Serradilla,10175,0,3
Serradilla del Arroyo,Salamanca,Serradilla del Arroyo,37306,0,2
Serradilla del Llano,Salamanca,Serradilla del Llano,37307,0,2
Serranillos,Ávila,Serranillos,05233,0,1
Serranillos del Valle,Madrid,Serranillos del Valle,28140,3,2
Serratella (La),Castellón,La Serratella,12103,1,2
Serrato,Málaga,Serrato,29904,1,2
Serrejón,Cáceres,Serrejón,10176,0,3
Sesa,Huesca,Sesa,22220,2,1
Seseña,Toledo,Seseña,45161,0,2
Sesma,Navarra,Sesma,31224,2,2
Sestao,Bizkaia,Sestao,48084,1,2
Sestrica,Zaragoza,Sestrica,50243,2,1
Sesué,Huesca,Sesué,22221,2,1
Setcases,Girona,Setcases,17192,1,1
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,11034,1,0
Setiles,Guadalajara,Setiles,19255,0,1
Seu d'Urgell (La),Lleida,La Seu d'Urgell,25203,2,1
Seva,Barcelona,Seva,08269,1,2
Sevilla,Sevilla,Sevilla,41091,2,0
Sevilla la Nueva,Madrid,Sevilla la Nueva,28141,3,2
Sevilleja de la Jara,Toledo,Sevilleja de la Jara,45162,0,2
Sidamon,Lleida,Sidamon,25205,2,1
Sienes,Guadalajara,Sienes,19256,0,1
Siero,Asturias,Siero,33066,1,1
Sierpe (La),Salamanca,La Sierpe,37309,0,2
Sierra de Fuentes,Cáceres,Sierra de Fuentes,10177,0,3
Sierra de Luna,Zaragoza,Sierra de Luna,50244,2,1
Sierra de Yeguas,Málaga,Sierra de Yeguas,29088,1,2
Sierra Engarcerán,Castellón,Sierra Engarcerán,12105,1,2
Sierro,Almería,Sierro,04084,1,2
Siétamo,Huesca,Siétamo,22222,2,1
Siete Aguas,Valencia,Siete Aguas,46229,1,0
Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos,47160,3,0
Sieteiglesias de Tormes,Salamanca,Sieteiglesias de Tormes,37310,0,2
Sigeres,Ávila,Sigeres,05234,0,1
Sigüenza,Guadalajara,Sigüenza,19257,0,1
Sigüés,Zaragoza,Sigüés,50245,2,1
Siles,Jaén,Siles,23082,2,2
Silla,Valencia,Silla,46230,1,0
Silleda,Pontevedra,Silleda,36052,1,3
Silos (Los),Santa Cruz de Tenerife,Los Silos,38042,1,2
Sils,Girona,Sils,17193,1,1
Simancas,Valladolid,Simancas,47161,3,0
Simat de la Valldigna,Valencia,Simat de la Valldigna,46231,1,0
Sinarcas,Valencia,Sinarcas,46232,1,0
Sineu,Illes Balears,Sineu,07060,1,2
Singra,Teruel,Singra,44213,2,1
Sinlabajos,Ávila,Sinlabajos,05235,0,1
Siruela,Badajoz,Siruela,06125,3,0
Sisamón,Zaragoza,Sisamón,50246,2,1
Sisante,Cuenca,Sisante,16198,2,2
Sitges,Barcelona,Sitges,08270,1,2
Siurana,Girona,Siurana,17052,1,1
Soba,Cantabria,Soba,39083,1,1
Sober,Lugo,Sober,27059,1,2
Sobradiel,Zaragoza,Sobradiel,50247,2,1
Sobradillo,Salamanca,Sobradillo,37311,0,2
Sobrado,León,Sobrado,15080,2,1
Sobrado,A Coruña,Sobrado,24165,1,3
Sobremunt,Barcelona,Sobremunt,08271,1,2
Sobrescobio,Asturias,Sobrescobio,33067,1,1
Socovos,Albacete,Socovos,02072,2,2
Socuéllamos,Ciudad Real,Socuéllamos,13078,3,2
Sojuela,La Rioja,Sojuela,26143,2,2
Solana (La),Ciudad Real,La Solana,13079,3,2
Solana de Ávila,Ávila,Solana de Ávila,05236,0,1
Solana de los Barros,Badajoz,Solana de los Barros,06126,3,0
Solana de Rioalmar,Ávila,Solana de Rioalmar,05237,0,1
Solana del Pino,Ciudad Real,Solana del Pino,13080,3,2
Solanillos del Extremo,Guadalajara,Solanillos del Extremo,19258,0,1
Solarana,Burgos,Solarana,09366,2,2
Solera de Gabaldón,Cuenca,Solera de Gabaldón,16199,2,2
Soleràs (El),Lleida,El Soleràs,25206,2,1
Soliedra,Soria,Soliedra,42172,3,1
Solivella,Tarragona,Solivella,43147,1,2
Sollana,Valencia,Sollana,46233,1,0
Sóller,Illes Balears,Sóller,07061,1,2
Solórzano,Cantabria,Solórzano,39084,1,1
Solosancho,Ávila,Solosancho,05238,0,1
Solsona,Lleida,Solsona,25207,2,1
Somiedo,Asturias,Somiedo,33068,1,1
Somolinos,Guadalajara,Somolinos,19259,0,1
Somontín,Almería,Somontín,04085,1,2
Somosierra,Madrid,Somosierra,28143,3,2
Somozas (As),A Coruña,As Somozas,15081,1,3
Son Servera,Illes Balears,Son Servera,07062,1,2
Sondika,Bizkaia,Sondika,48904,1,2
Soneja,Castellón,Soneja,12106,1,2
Sonseca,Toledo,Sonseca,45163,0,2
Sopeira,Huesca,Sopeira,22223,2,1
Sopela,Bizkaia,Sopela,48085,1,2
Soportújar,Granada,Soportújar,18176,1,1
Sopuerta,Bizkaia,Sopuerta,48086,1,2
Sora,Barcelona,Sora,08272,1,2
Soraluze-Placencia de las Armas,Gipuzkoa,Soraluze-Placencia de las Armas,20065,1,2
Sorbas,Almería,Sorbas,04086,1,2
Sordillos,Burgos,Sordillos,09368,2,2
Soria,Soria,Soria,42173,3,1
Soriguera,Lleida,Soriguera,25208,2,1
Sorihuela,Salamanca,Sorihuela,37312,0,2
Sorihuela del Guadalimar,Jaén,Sorihuela del Guadalimar,23084,2,2
Sorlada,Navarra,Sorlada,31225,2,2
Sort,Lleida,Sort,25209,2,1
Sorvilán,Granada,Sorvilán,18177,1,1
Sorzano,La Rioja,Sorzano,26144,2,2
Sos del Rey Católico,Zaragoza,Sos del Rey Católico,50248,2,1
Soses,Lleida,Soses,25210,2,1
Sot de Chera,Valencia,Sot de Chera,46234,1,0
Sot de Ferrer,Castellón,Sot de Ferrer,12107,1,2
Sotalbo,Ávila,Sotalbo,05239,0,1
Sotés,La Rioja,Sotés,26145,2,2
Sotillo,Segovia,Sotillo,40198,3,1
Sotillo (El),Guadalajara,El Sotillo,19260,0,1
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,05240,0,1
Sotillo de la Ribera,Burgos,Sotillo de la Ribera,09369,2,2
Sotillo de las Palomas,Toledo,Sotillo de las Palomas,45164,0,2
Sotillo del Rincón,Soria,Sotillo del Rincón,42174,3,1
Soto de Cerrato,Palencia,Soto de Cerrato,34177,2,2
Soto de la Vega,León,Soto de la Vega,24166,2,1
Soto del Barco,Asturias,Soto del Barco,33069,1,1
Soto del Real,Madrid,Soto del Real,28144,3,2
Soto en Cameros,La Rioja,Soto en Cameros,26146,2,2
Soto y Amío,León,Soto y Amío,24167,2,1
Sotobañado y Priorato,Palencia,Sotobañado y Priorato,34176,2,2
Sotodosos,Guadalajara,Sotodosos,19261,0,1
Sotonera (La),Huesca,La Sotonera,22904,2,1
Sotorribas,Cuenca,Sotorribas,16909,2,2
Sotosalbos,Segovia,Sotosalbos,40199,3,1
Sotoserrano,Salamanca,Sotoserrano,37313,0,2
Sotragero,Burgos,Sotragero,09372,2,2
Sotresgudo,Burgos,Sotresgudo,09373,2,2
Soutomaior,Pontevedra,Soutomaior,36053,1,3
Suances,Cantabria,Suances,39085,1,1
Subirats,Barcelona,Subirats,08273,1,2
Sudanell,Lleida,Sudanell,25211,2,1
Sueca,Valencia,Sueca,46235,1,0
Suellacabras,Soria,Suellacabras,42175,3,1
Sueras/Suera,Castellón,Sueras/Suera,12108,1,2
Suflí,Almería,Suflí,04087,1,2
Sukarrieta,Bizkaia,Sukarrieta,48076,1,2
Sumacàrcer,Valencia,Sumacàrcer,46236,1,0
Sunbilla,Navarra,Sunbilla,31226,2,2
Sunyer,Lleida,Sunyer,25212,2,1
Súria,Barcelona,Súria,08274,1,2
Susinos del Páramo,Burgos,Susinos del Páramo,09374,2,2
Susqueda,Girona,Susqueda,17194,1,1
Tabanera de Cerrato,Palencia,Tabanera de Cerrato,34178,2,2
Tabanera de Valdavia,Palencia,Tabanera de Valdavia,34179,2,2
Tabanera la Luenga,Segovia,Tabanera la Luenga,40200,3,1
Tábara,Zamora,Tábara,49214,3,2
Tabera de Abajo,Salamanca,Tabera de Abajo,37314,0,2
Tabernas,Almería,Tabernas,04088,1,2
Taberno,Almería,Taberno,04089,1,2
Taboada,Lugo,Taboada,27060,1,2
Taboadela,Ourense,Taboadela,32079,2,2
Tabuenca,Zaragoza,Tabuenca,50249,2,1
Tacoronte,Santa Cruz de Tenerife,Tacoronte,38043,1,2
Tafalla,Navarra,Tafalla,31227,2,2
Tagamanent,Barcelona,Tagamanent,08276,1,2
Taha (La),Granada,La Taha,18901,1,1
Tahal,Almería,Tahal,04090,1,2
Tajahuerce,Soria,Tajahuerce,42176,3,1
Tajueco,Soria,Tajueco,42177,3,1
Tala (La),Salamanca,La Tala,37315,0,2
Talamanca,Barcelona,Talamanca,08277,1,2
Talamanca de Jarama,Madrid,Talamanca de Jarama,28145,3,2
Talamantes,Zaragoza,Talamantes,50250,2,1
Talarn,Lleida,Talarn,25215,2,1
Talarrubias,Badajoz,Talarrubias,06127,3,0
Talaván,Cáceres,Talaván,10178,0,3
Talavera,Lleida,Talavera,25216,2,1
Talavera de la Reina,Toledo,Talavera de la Reina,45165,0,2
Talavera la Real,Badajoz,Talavera la Real,06128,3,0
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,10179,0,3
Talayuela,Cáceres,Talayuela,10180,0,3
Talayuelas,Cuenca,Talayuelas,16202,2,2
Tales,Castellón,Tales,12109,1,2
Táliga,Badajoz,Táliga,06129,3,0
Tallada d'Empordà (La),Girona,La Tallada d'Empordà,17195,1,1
Talveila,Soria,Talveila,42178,3,1
Tamajón,Guadalajara,Tamajón,19262,0,1
Tamames,Salamanca,Tamames,37316,0,2
Támara de Campos,Palencia,Támara de Campos,34180,2,2
Tamarite de Litera,Huesca,Tamarite de Litera,22225,2,1
Tamariz de Campos,Valladolid,Tamariz de Campos,47162,3,0
Tamarón,Burgos,Tamarón,09375,2,2
Tamurejo,Badajoz,Tamurejo,06130,3,0
Tanque (El),Santa Cruz de Tenerife,El Tanque,38044,1,2
Tapia de Casariego,Asturias,Tapia de Casariego,33070,1,1
Tapioles,Zamora,Tapioles,49216,3,2
Taradell,Barcelona,Taradell,08278,1,2
Taragudo,Guadalajara,Taragudo,19263,0,1
Taramundi,Asturias,Taramundi,33071,1,1
Tarancón,Cuenca,Tarancón,16203,2,2
Taravilla,Guadalajara,Taravilla,19264,0,1
Tarazona,Zaragoza,Tarazona,50251,2,1
Tarazona de Guareña,Salamanca,Tarazona de Guareña,37317,0,2
Tarazona de la Mancha,Albacete,Tarazona de la Mancha,02073,2,2
Tàrbena,Alicante,Tàrbena,03127,1,3
Tardáguila,Salamanca,Tardáguila,37318,0,2
Tardajos,Burgos,Tardajos,09377,2,2
Tardelcuende,Soria,Tardelcuende,42181,3,1
Tardienta,Huesca,Tardienta,22226,2,1
Tariego de Cerrato,Palencia,Tariego de Cerrato,34181,2,2
Tarifa,Cádiz,Tarifa,11035,1,0
Taroda,Soria,Taroda,42182,3,1
Tarragona,Tarragona,Tarragona,43148,1,2
Tàrrega,Lleida,Tàrrega,25217,2,1
Tarrés,Lleida,Tarrés,25218,2,1
Tarroja de Segarra,Lleida,Tarroja de Segarra,25219,2,1
Tartanedo,Guadalajara,Tartanedo,19265,0,1
Tauste,Zaragoza,Tauste,50252,2,1
Tavernes Blanques,Valencia,Tavernes Blanques,46237,1,0
Tavernes de la Valldigna,Valencia,Tavernes de la Valldigna,46238,1,0
Tavèrnoles,Barcelona,Tavèrnoles,08275,1,2
Tavertet,Barcelona,Tavertet,08280,1,2
Tazacorte,Santa Cruz de Tenerife,Tazacorte,38045,1,2
Teba,Málaga,Teba,29089,1,2
Tébar,Cuenca,Tébar,16204,2,2
Tegueste,Santa Cruz de Tenerife,Tegueste,38046,1,2
Teguise,Las Palmas,Teguise,35024,1,2
Teià,Barcelona,Teià,08281,1,2
Teixeira (A),Ourense,A Teixeira,32080,2,2
Tejada,Burgos,Tejada,09378,2,2
Tejadillos,Cuenca,Tejadillos,16205,2,2
Tejado,Soria,Tejado,42183,3,1
Tejado (El),Salamanca,El Tejado,37319,0,2
Tejeda,Las Palmas,Tejeda,35025,1,2
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,10181,0,3
Tejeda y Segoyuela,Salamanca,Tejeda y Segoyuela,37320,0,2
Telde,Las Palmas,Telde,35026,1,2
Tella-Sin,Huesca,Tella-Sin,22227,2,1
Tembleque,Toledo,Tembleque,45166,0,2
Tendilla,Guadalajara,Tendilla,19266,0,1
Tenebrón,Salamanca,Tenebrón,37321,0,2
Teo,A Coruña,Teo,15082,1,3
Teresa,Castellón,Teresa,12110,1,2
Teresa de Cofrentes,Valencia,Teresa de Cofrentes,46239,1,0
Térmens,Lleida,Térmens,25220,2,1
Teror,Las Palmas,Teror,35027,1,2
Terque,Almería,Terque,04091,1,2
Terrades,Girona,Terrades,17196,1,1
Terradillos,Salamanca,Terradillos,37322,0,2
Terradillos de Esgueva,Burgos,Terradillos de Esgueva,09380,2,2
Terrassa,Barcelona,Terrassa,08279,1,2
Terrateig,Valencia,Terrateig,46240,1,0
Terrer,Zaragoza,Terrer,50253,2,1
Terriente,Teruel,Terriente,44215,2,1
Terrinches,Ciudad Real,Terrinches,13081,3,2
Terroba,La Rioja,Terroba,26147,2,2
Teruel,Teruel,Teruel,44216,2,1
Terzaga,Guadalajara,Terzaga,19267,0,1
Teulada,Alicante,Teulada,03128,1,3
Teverga,Asturias,Teverga,33072,1,1
Tiana,Barcelona,Tiana,08282,1,2
Tías,Las Palmas,Tías,35028,1,2
Tibi,Alicante,Tibi,03129,1,3
Tiebas-Muruarte de Reta,Navarra,Tiebas-Muruarte de Reta,31228,2,2
Tiedra,Valladolid,Tiedra,47163,3,0
Tielmes,Madrid,Tielmes,28146,3,2
Tiemblo (El),Ávila,El Tiemblo,05241,0,1
Tierga,Zaragoza,Tierga,50254,2,1
Tierz,Huesca,Tierz,22228,2,1
Tierzo,Guadalajara,Tierzo,19268,0,1
Tiétar,Cáceres,Tiétar,10904,0,3
Tijarafe,Santa Cruz de Tenerife,Tijarafe,38047,1,2
Tíjola,Almería,Tíjola,04092,1,2
Tinajas,Cuenca,Tinajas,16206,2,2
Tinajo,Las Palmas,Tinajo,35029,1,2
Tineo,Asturias,Tineo,33073,1,1
Tinieblas de la Sierra,Burgos,Tinieblas de la Sierra,09381,2,2
Tiñosillos,Ávila,Tiñosillos,05242,0,1
Tirapu,Navarra,Tirapu,31229,2,2
Tirgo,La Rioja,Tirgo,26148,2,2
Tírig,Castellón,Tírig,12111,1,2
Tírvia,Lleida,Tírvia,25221,2,1
Titaguas,Valencia,Titaguas,46241,1,0
Titulcia,Madrid,Titulcia,28147,3,2
Tiurana,Lleida,Tiurana,25222,2,1
Tivenys,Tarragona,Tivenys,43149,1,2
Tivissa,Tarragona,Tivissa,43150,1,2
Toba (La),Guadalajara,La Toba,19269,0,1
Tobar,Burgos,Tobar,09382,2,2
Tobarra,Albacete,Tobarra,02074,2,2
Tobed,Zaragoza,Tobed,50255,2,1
Tobía,La Rioja,Tobía,26149,2,2
Toboso (El),Toledo,El Toboso,45167,0,2
Tocina,Sevilla,Tocina,41092,2,0
Todolella,Castellón,Todolella,12112,1,2
Toén,Ourense,Toén,32081,2,2
Toga,Castellón,Toga,12113,1,2
Tojos (Los),Cantabria,Los Tojos,39086,1,1
Tolbaños,Ávila,Tolbaños,05243,0,1
Toledo,Toledo,Toledo,45168,0,2
Tollos,Alicante,Tollos,03130,1,3
Tolocirio,Segovia,Tolocirio,40201,3,1
Tolosa,Gipuzkoa,Tolosa,20071,1,2
Tolox,Málaga,Tolox,29090,1,2
Tolva,Huesca,Tolva,22229,2,1
Tomares,Sevilla,Tomares,41093,2,0
Tomelloso,Ciudad Real,Tomelloso,13082,3,2
Tomiño,Pontevedra,Tomiño,36054,1,3
Tona,Barcelona,Tona,08283,1,2
Topas,Salamanca,Topas,37323,0,2
Toques,A Coruña,Toques,15083,1,3
Torà,Lleida,Torà,25223,2,1
Toral de los Guzmanes,León,Toral de los Guzmanes,24168,2,1
Toral de los Vados,León,Toral de los Vados,24206,2,1
Torás,Castellón,Torás,12114,1,2
Tordehumos,Valladolid,Tordehumos,47164,3,0
Tordellego,Guadalajara,Tordellego,19271,0,1
Tordelrábano,Guadalajara,Tordelrábano,19270,0,1
Tordera,Barcelona,Tordera,08284,1,2
Tordesillas,Valladolid,Tordesillas,47165,3,0
Tordesilos,Guadalajara,Tordesilos,19272,0,1
Tordillos,Salamanca,Tordillos,37324,0,2
Tordoia,A Coruña,Tordoia,15084,1,3
Tordómar,Burgos,Tordómar,09384,2,2
Torelló,Barcelona,Torelló,08285,1,2
Toreno,León,Toreno,24169,2,1
Torija,Guadalajara,Torija,19274,0,1
Toril,Cáceres,Toril,10182,0,3
Toril y Masegoso,Teruel,Toril y Masegoso,44217,2,1
Torla-Ordesa,Huesca,Torla-Ordesa,22230,2,1
Torlengua,Soria,Torlengua,42184,3,1
Tormantos,La Rioja,Tormantos,26150,2,2
Tormellas,Ávila,Tormellas,05244,0,1
Tormón,Teruel,Tormón,44218,2,1
Tormos,Alicante,Tormos,03131,1,3
Torms (Els),Lleida,Els Torms,25224,2,1
Tornabous,Lleida,Tornabous,25225,2,1
Tornadizo (El),Salamanca,El Tornadizo,37325,0,2
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,05245,0,1
Tornavacas,Cáceres,Tornavacas,10183,0,3
Torno (El),Cáceres,El Torno,10184,0,3
Tornos,Teruel,Tornos,44219,2,1
Toro,Zamora,Toro,49219,3,2
Toro (El),Castellón,El Toro,12115,1,2
Torquemada,Palencia,Torquemada,34182,2,2
Torralba,Cuenca,Torralba,16209,2,2
Torralba de Aragón,Huesca,Torralba de Aragón,22232,2,1
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,13083,3,2
Torralba de los Frailes,Zaragoza,Torralba de los Frailes,50256,2,1
Torralba de los Sisones,Teruel,Torralba de los Sisones,44220,2,1
Torralba de Oropesa,Toledo,Torralba de Oropesa,45169,0,2
Torralba de Ribota,Zaragoza,Torralba de Ribota,50257,2,1
Torralba del Pinar,Castellón,Torralba del Pinar,12116,1,2
Torralba del Río,Navarra,Torralba del Río,31230,2,2
Torralbilla,Zaragoza,Torralbilla,50258,2,1
Torre (La),Ávila,La Torre,05247,0,1
Torre Alháquime,Cádiz,Torre Alháquime,11036,1,0
Torre d'En Besora (La),Castellón,La Torre d'En Besora,12119,1,2
Torre d'en Doménec (La),Castellón,La Torre d'en Doménec,12120,1,2
Torre de Arcas,Teruel,Torre de Arcas,44223,2,1
Torre de Cabdella (La),Lleida,La Torre de Cabdella,25227,2,1
Torre de Claramunt (La),Barcelona,La Torre de Claramunt,08286,1,2
Torre de Don Miguel,Cáceres,Torre de Don Miguel,10187,0,3
Torre de Esgueva,Valladolid,Torre de Esgueva,47169,3,0
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán,45171,0,2
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,43151,1,2
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,13084,3,2
Torre de l'Espanyol (La),Tarragona,La Torre de L'Espanyol,43152,1,2
Torre de las Arcas,Teruel,Torre de las Arcas,44224,2,1
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,06131,3,0
Torre de Peñafiel,Valladolid,Torre de Peñafiel,47170,3,0
Torre de Santa María,Cáceres,Torre de Santa María,10188,0,3
Torre del Bierzo,León,Torre del Bierzo,24170,2,1
Torre del Burgo,Guadalajara,Torre del Burgo,19279,0,1
Torre del Compte,Teruel,Torre del Compte,44225,2,1
Torre del Valle (La),Zamora,La Torre del Valle,49220,3,2
Torre en Cameros,La Rioja,Torre en Cameros,26153,2,2
Torre la Ribera,Huesca,Torre la Ribera,22233,2,1
Torre los Negros,Teruel,Torre los Negros,44227,2,1
Torre Val de San Pedro,Segovia,Torre Val de San Pedro,40206,3,1
Torre-Cardela,Granada,Torre-Cardela,18178,1,1
Torre-Pacheco,Murcia,Torre-Pacheco,30037,1,2
Torre-serona,Lleida,Torre-serona,25233,2,1
Torreadrada,Segovia,Torreadrada,40202,3,1
Torrebaja,Valencia,Torrebaja,46242,1,0
Torrebesses,Lleida,Torrebesses,25226,2,1
Torreblacos,Soria,Torreblacos,42185,3,1
Torreblanca,Castellón,Torreblanca,12117,1,2
Torreblascopedro,Jaén,Torreblascopedro,23085,2,2
Torrecaballeros,Segovia,Torrecaballeros,40203,3,1
Torrecampo,Córdoba,Torrecampo,14062,2,2
Torrechiva,Castellón,Torrechiva,12118,1,2
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,44221,2,1
Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa,47166,3,0
Torrecilla de la Jara,Toledo,Torrecilla de la Jara,45170,0,2
